 Total battles: 338350
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 26   | Charizard-Mega-Y   |  5.78026% | 39115  |  5.780% | 30415  |  5.994% | 
 | 27   | Tapu Fini          |  5.58017% | 37761  |  5.580% | 30695  |  6.049% | 
 | 28   | Scizor-Mega        |  5.56184% | 37637  |  5.562% | 28676  |  5.651% | 
 | 29   | Tyranitar          |  5.55830% | 37613  |  5.558% | 28893  |  5.694% | 
 | 30   | Lopunny-Mega       |  5.48737% | 37133  |  5.487% | 28662  |  5.648% | 
 | 31   | Medicham-Mega      |  5.44229% | 36828  |  5.442% | 29164  |  5.747% | 
 | 32   | Kommo-o            |  5.28713% | 35778  |  5.287% | 26405  |  5.203% | 
 | 33   | Alakazam-Mega      |  5.14674% | 34828  |  5.147% | 23122  |  4.556% | 
 | 34   | Magnezone          |  5.11719% | 34628  |  5.117% | 26590  |  5.240% | 
 | 35   | Azumarill          |  5.08305% | 34397  |  5.083% | 25330  |  4.991% | 
 | 36   | Celesteela         |  5.01094% | 33909  |  5.011% | 26205  |  5.164% | 
 | 37   | Dragonite          |  4.88414% | 33051  |  4.884% | 22931  |  4.519% | 
 | 38   | Victini            |  4.64696% | 31446  |  4.647% | 23710  |  4.672% | 
 | 39   | Bisharp            |  4.51928% | 30582  |  4.519% | 21702  |  4.277% | 
 | 40   | Mawile-Mega        |  4.41939% | 29906  |  4.419% | 21984  |  4.332% | 
 | 41   | Keldeo             |  4.37550% | 29609  |  4.375% | 23054  |  4.543% | 
 | 42   | Mimikyu            |  4.19743% | 28404  |  4.197% | 19628  |  3.868% | 
 | 43   | Venusaur-Mega      |  3.98138% | 26942  |  3.981% | 21073  |  4.153% | 
 | 44   | Kyurem-Black       |  3.74257% | 25326  |  3.743% | 18263  |  3.599% | 
 | 45   | Blacephalon        |  3.68405% | 24930  |  3.684% | 17817  |  3.511% | 
 | 46   | Sableye-Mega       |  3.57810% | 24213  |  3.578% | 21376  |  4.212% | 
 | 47   | Tapu Bulu          |  3.54854% | 24013  |  3.549% | 18147  |  3.576% | 
 | 48   | Beedrill-Mega      |  3.51618% | 23794  |  3.516% | 17680  |  3.484% | 
 | 49   | Weavile            |  3.42175% | 23155  |  3.422% | 16716  |  3.294% | 
 | 50   | Jirachi            |  3.41126% | 23084  |  3.411% | 17304  |  3.410% | 
 | 51   | Gengar             |  3.35407% | 22697  |  3.354% | 15643  |  3.083% | 
 | 52   | Tangrowth          |  3.34299% | 22622  |  3.343% | 17075  |  3.365% | 
 | 53   | Diancie-Mega       |  3.21029% | 21724  |  3.210% | 17441  |  3.437% | 
 | 54   | Infernape          |  3.19669% | 21632  |  3.197% | 16117  |  3.176% | 
 | 55   | Gyarados-Mega      |  3.02527% | 20472  |  3.025% | 15150  |  2.985% | 
 | 56   | Scizor             |  2.87439% | 19451  |  2.874% | 14202  |  2.799% | 
 | 57   | Cloyster           |  2.64578% | 17904  |  2.646% | 13417  |  2.644% | 
 | 58   | Breloom            |  2.60706% | 17642  |  2.607% | 12914  |  2.545% | 
 | 59   | Zeraora            |  2.59657% | 17571  |  2.597% | 13160  |  2.593% | 
 | 60   | Tyranitar-Mega     |  2.58135% | 17468  |  2.581% | 13414  |  2.643% | 
 | 61   | Ninetales-Alola    |  2.54396% | 17215  |  2.544% | 13611  |  2.682% | 
 | 62   | Snorlax            |  2.51884% | 17045  |  2.519% | 12679  |  2.498% | 
 | 63   | Pinsir-Mega        |  2.46387% | 16673  |  2.464% | 11679  |  2.301% | 
 | 64   | Togekiss           |  2.42619% | 16418  |  2.426% | 11980  |  2.361% | 
 | 65   | Ditto              |  2.42264% | 16394  |  2.423% | 10820  |  2.132% | 
 | 66   | Staraptor          |  2.28669% | 15474  |  2.287% | 11568  |  2.280% | 
 | 67   | Garchomp-Mega      |  2.25358% | 15250  |  2.254% | 10943  |  2.156% | 
 | 68   | Gallade-Mega       |  2.19832% | 14876  |  2.198% | 10656  |  2.100% | 
 | 69   | Manaphy            |  2.18605% | 14793  |  2.186% | 10535  |  2.076% | 
 | 70   | Gyarados           |  2.17039% | 14687  |  2.170% | 11164  |  2.200% | 
 | 71   | Shuckle            |  2.11379% | 14304  |  2.114% | 12925  |  2.547% | 
 | 72   | Mew                |  2.07640% | 14051  |  2.076% | 11111  |  2.190% | 
 | 73   | Salamence          |  2.06694% | 13987  |  2.067% | 9627   |  1.897% | 
 | 74   | Conkeldurr         |  2.04256% | 13822  |  2.043% | 10174  |  2.005% | 
 | 75   | Kingdra            |  1.99852% | 13524  |  1.999% | 9288   |  1.830% | 
 | 76   | Chandelure         |  1.97266% | 13349  |  1.973% | 9644   |  1.900% | 
 | 77   | Hoopa-Unbound      |  1.97059% | 13335  |  1.971% | 9362   |  1.845% | 
 | 78   | Hydreigon          |  1.96054% | 13267  |  1.961% | 9269   |  1.827% | 
 | 79   | Blissey            |  1.86139% | 12596  |  1.861% | 8886   |  1.751% | 
 | 80   | Amoonguss          |  1.84055% | 12455  |  1.841% | 9174   |  1.808% | 
 | 81   | Espeon             |  1.79045% | 12116  |  1.790% | 8992   |  1.772% | 
 | 82   | Galvantula         |  1.75381% | 11868  |  1.754% | 10231  |  2.016% | 
 | 83   | Latias-Mega        |  1.71243% | 11588  |  1.712% | 8333   |  1.642% | 
 | 84   | Quagsire           |  1.71125% | 11580  |  1.711% | 8285   |  1.633% | 
 | 85   | Gardevoir-Mega     |  1.67415% | 11329  |  1.674% | 7761   |  1.529% | 
 | 86   | Lucario            |  1.65672% | 11211  |  1.657% | 7923   |  1.561% | 
 | 87   | Hippowdon          |  1.62672% | 11008  |  1.627% | 9482   |  1.869% | 
 | 88   | Mamoswine          |  1.62421% | 10991  |  1.624% | 8453   |  1.666% | 
 | 89   | Venusaur           |  1.62228% | 10978  |  1.622% | 7920   |  1.561% | 
 | 90   | Porygon-Z          |  1.62214% | 10977  |  1.622% | 7572   |  1.492% | 
 | 91   | Crawdaunt          |  1.60588% | 10867  |  1.606% | 7729   |  1.523% | 
 | 92   | Metagross          |  1.60056% | 10831  |  1.601% | 8090   |  1.594% | 
 | 93   | Manectric-Mega     |  1.58564% | 10730  |  1.586% | 8671   |  1.709% | 
 | 94   | Latios             |  1.57455% | 10655  |  1.575% | 7717   |  1.521% | 
 | 95   | Xurkitree          |  1.56672% | 10602  |  1.567% | 7815   |  1.540% | 
 | 96   | Alakazam           |  1.54692% | 10468  |  1.547% | 6674   |  1.315% | 
 | 97   | Marowak-Alola      |  1.50997% | 10218  |  1.510% | 7676   |  1.513% | 
 | 98   | Goodra             |  1.50658% | 10195  |  1.507% | 7375   |  1.453% | 
 | 99   | Umbreon            |  1.47540% | 9984   |  1.475% | 6914   |  1.362% | 
 | 100  | Torkoal            |  1.45988% | 9879   |  1.460% | 8972   |  1.768% | 
 | 101  | Araquanid          |  1.43387% | 9703   |  1.434% | 8265   |  1.629% | 
 | 102  | Sceptile-Mega      |  1.39811% | 9461   |  1.398% | 6764   |  1.333% | 
 | 103  | Heracross-Mega     |  1.38392% | 9365   |  1.384% | 6908   |  1.361% | 
 | 104  | Reuniclus          |  1.37757% | 9322   |  1.378% | 6606   |  1.302% | 
 | 105  | Muk-Alola          |  1.35126% | 9144   |  1.351% | 6821   |  1.344% | 
 | 106  | Gastrodon          |  1.35082% | 9141   |  1.351% | 7117   |  1.402% | 
 | 107  | Nidoking           |  1.34594% | 9108   |  1.346% | 6776   |  1.335% | 
 | 108  | Sylveon            |  1.34387% | 9094   |  1.344% | 6365   |  1.254% | 
 | 109  | Arcanine           |  1.33205% | 9014   |  1.332% | 7033   |  1.386% | 
 | 110  | Cresselia          |  1.32274% | 8951   |  1.323% | 6585   |  1.298% | 
 | 111  | Empoleon           |  1.31875% | 8924   |  1.319% | 6957   |  1.371% | 
 | 112  | Slowbro            |  1.31757% | 8916   |  1.318% | 6856   |  1.351% | 
 | 113  | Incineroar         |  1.31624% | 8907   |  1.316% | 6840   |  1.348% | 
 | 114  | Darmanitan         |  1.28225% | 8677   |  1.282% | 6363   |  1.254% | 
 | 115  | Thundurus-Therian  |  1.27915% | 8656   |  1.279% | 6380   |  1.257% | 
 | 116  | Milotic            |  1.27767% | 8646   |  1.278% | 6271   |  1.236% | 
 | 117  | Ribombee           |  1.24058% | 8395   |  1.241% | 7401   |  1.458% | 
 | 118  | Krookodile         |  1.23068% | 8328   |  1.231% | 6158   |  1.213% | 
 | 119  | Crobat             |  1.21546% | 8225   |  1.215% | 5952   |  1.173% | 
 | 120  | Talonflame         |  1.20984% | 8187   |  1.210% | 6012   |  1.185% | 
 | 121  | Scolipede          |  1.19359% | 8077   |  1.194% | 5929   |  1.168% | 
 | 122  | Porygon2           |  1.18989% | 8052   |  1.190% | 6178   |  1.217% | 
 | 123  | Jolteon            |  1.17423% | 7946   |  1.174% | 5814   |  1.146% | 
 | 124  | Tentacruel         |  1.11807% | 7566   |  1.118% | 5868   |  1.156% | 
 | 125  | Altaria-Mega       |  1.07315% | 7262   |  1.073% | 5051   |  0.995% | 
 | 126  | Klefki             |  1.02778% | 6955   |  1.028% | 5635   |  1.110% | 
 | 127  | Aggron-Mega        |  1.02734% | 6952   |  1.027% | 5537   |  1.091% | 
 | 128  | Zoroark            |  1.01965% | 6900   |  1.020% | 2807   |  0.553% | 
 | 129  | Volcanion          |  1.01714% | 6883   |  1.017% | 5328   |  1.050% | 
 | 130  | Starmie            |  1.00650% | 6811   |  1.007% | 4728   |  0.932% | 
 | 131  | Whimsicott         |  1.00236% | 6783   |  1.002% | 5127   |  1.010% | 
 | 132  | Rotom-Heat         |  0.99335% | 6722   |  0.993% | 5402   |  1.065% | 
 | 133  | Diggersby          |  0.98640% | 6675   |  0.986% | 4576   |  0.902% | 
 | 134  | Azelf              |  0.98286% | 6651   |  0.983% | 6161   |  1.214% | 
 | 135  | Mandibuzz          |  0.98123% | 6640   |  0.981% | 4710   |  0.928% | 
 | 136  | Forretress         |  0.97044% | 6567   |  0.970% | 5587   |  1.101% | 
 | 137  | Salazzle           |  0.97030% | 6566   |  0.970% | 4937   |  0.973% | 
 | 138  | Buzzwole           |  0.96217% | 6511   |  0.962% | 4549   |  0.896% | 
 | 139  | Feraligatr         |  0.92567% | 6264   |  0.926% | 4330   |  0.853% | 
 | 140  | Gardevoir          |  0.92079% | 6231   |  0.921% | 4303   |  0.848% | 
 | 141  | Aerodactyl-Mega    |  0.88976% | 6021   |  0.890% | 4303   |  0.848% | 
 | 142  | Pikachu            |  0.87409% | 5915   |  0.874% | 4372   |  0.862% | 
 | 143  | Nihilego           |  0.87055% | 5891   |  0.871% | 4420   |  0.871% | 
 | 144  | Slurpuff           |  0.86641% | 5863   |  0.866% | 4433   |  0.874% | 
 | 145  | Shedinja           |  0.86286% | 5839   |  0.863% | 3929   |  0.774% | 
 | 146  | Primarina          |  0.85887% | 5812   |  0.859% | 4322   |  0.852% | 
 | 147  | Haxorus            |  0.84528% | 5720   |  0.845% | 3868   |  0.762% | 
 | 148  | Roserade           |  0.84513% | 5719   |  0.845% | 4089   |  0.806% | 
 | 149  | Thundurus          |  0.84158% | 5695   |  0.842% | 4081   |  0.804% | 
 | 150  | Houndoom-Mega      |  0.84040% | 5687   |  0.840% | 3799   |  0.749% | 
 | 151  | Latias             |  0.82149% | 5559   |  0.821% | 4025   |  0.793% | 
 | 152  | Pidgeot-Mega       |  0.80833% | 5470   |  0.808% | 4029   |  0.794% | 
 | 153  | Swampert           |  0.80567% | 5452   |  0.806% | 4358   |  0.859% | 
 | 154  | Sceptile           |  0.78070% | 5283   |  0.781% | 3623   |  0.714% | 
 | 155  | Electivire         |  0.77848% | 5268   |  0.778% | 3804   |  0.750% | 
 | 156  | Swellow            |  0.72898% | 4933   |  0.729% | 3536   |  0.697% | 
 | 157  | Lycanroc-Dusk      |  0.72499% | 4906   |  0.725% | 3730   |  0.735% | 
 | 158  | Heracross          |  0.72425% | 4901   |  0.724% | 3274   |  0.645% | 
 | 159  | Typhlosion         |  0.71080% | 4810   |  0.711% | 3425   |  0.675% | 
 | 160  | Noivern            |  0.70873% | 4796   |  0.709% | 3515   |  0.693% | 
 | 161  | Cofagrigus         |  0.68967% | 4667   |  0.690% | 3677   |  0.725% | 
 | 162  | Drapion            |  0.68864% | 4660   |  0.689% | 3471   |  0.684% | 
 | 163  | Ninetales          |  0.68332% | 4624   |  0.683% | 3608   |  0.711% | 
 | 164  | Linoone            |  0.68051% | 4605   |  0.681% | 3335   |  0.657% | 
 | 165  | Decidueye          |  0.67859% | 4592   |  0.679% | 3366   |  0.663% | 
 | 166  | Politoed           |  0.67578% | 4573   |  0.676% | 3420   |  0.674% | 
 | 167  | Smeargle           |  0.67356% | 4558   |  0.674% | 3893   |  0.767% | 
 | 168  | Alomomola          |  0.66824% | 4522   |  0.668% | 3460   |  0.682% | 
 | 169  | Absol-Mega         |  0.66396% | 4493   |  0.664% | 3615   |  0.712% | 
 | 170  | Golisopod          |  0.65494% | 4432   |  0.655% | 3408   |  0.672% | 
 | 171  | Lapras             |  0.65302% | 4419   |  0.653% | 3286   |  0.648% | 
 | 172  | Latios-Mega        |  0.64977% | 4397   |  0.650% | 3137   |  0.618% | 
 | 173  | Bronzong           |  0.63957% | 4328   |  0.640% | 3762   |  0.741% | 
 | 174  | Suicune            |  0.63884% | 4323   |  0.639% | 3130   |  0.617% | 
 | 175  | Vaporeon           |  0.63248% | 4280   |  0.632% | 3333   |  0.657% | 
 | 176  | Mantine            |  0.63130% | 4272   |  0.631% | 3277   |  0.646% | 
 | 177  | Ludicolo           |  0.61061% | 4132   |  0.611% | 2933   |  0.578% | 
 | 178  | Toxicroak          |  0.60987% | 4127   |  0.610% | 2867   |  0.565% | 
 | 179  | Malamar            |  0.60071% | 4065   |  0.601% | 2939   |  0.579% | 
 | 180  | Machamp            |  0.59672% | 4038   |  0.597% | 3099   |  0.611% | 
 | 181  | Cinccino           |  0.58179% | 3937   |  0.582% | 2957   |  0.583% | 
 | 182  | Blastoise-Mega     |  0.57987% | 3924   |  0.580% | 2920   |  0.575% | 
 | 183  | Slowbro-Mega       |  0.57677% | 3903   |  0.577% | 3080   |  0.607% | 
 | 184  | Stakataka          |  0.57529% | 3893   |  0.575% | 2822   |  0.556% | 
 | 185  | Flygon             |  0.57441% | 3887   |  0.574% | 2848   |  0.561% | 
 | 186  | Froslass           |  0.56406% | 3817   |  0.564% | 2963   |  0.584% | 
 | 187  | Raichu-Alola       |  0.56332% | 3812   |  0.563% | 2718   |  0.536% | 
 | 188  | Banette-Mega       |  0.55845% | 3779   |  0.558% | 2854   |  0.562% | 
 | 189  | Donphan            |  0.55623% | 3764   |  0.556% | 3029   |  0.597% | 
 | 190  | Ambipom            |  0.55106% | 3729   |  0.551% | 2928   |  0.577% | 
 | 191  | Torterra           |  0.54766% | 3706   |  0.548% | 2886   |  0.569% | 
 | 192  | Eelektross         |  0.54042% | 3657   |  0.540% | 3035   |  0.598% | 
 | 193  | Rhyperior          |  0.53864% | 3645   |  0.539% | 2724   |  0.537% | 
 | 194  | Charizard          |  0.53820% | 3642   |  0.538% | 2732   |  0.538% | 
 | 195  | Uxie               |  0.53421% | 3615   |  0.534% | 3254   |  0.641% | 
 | 196  | Yanmega            |  0.53244% | 3603   |  0.532% | 2697   |  0.531% | 
 | 197  | Blastoise          |  0.52150% | 3529   |  0.522% | 2638   |  0.520% | 
 | 198  | Sharpedo-Mega      |  0.51795% | 3505   |  0.518% | 2427   |  0.478% | 
 | 199  | Minior             |  0.51396% | 3478   |  0.514% | 2477   |  0.488% | 
 | 200  | Aerodactyl         |  0.50554% | 3421   |  0.506% | 2957   |  0.583% | 
 | 201  | Pyukumuku          |  0.49505% | 3350   |  0.495% | 2373   |  0.468% | 
 | 202  | Mienshao           |  0.49017% | 3317   |  0.490% | 2520   |  0.497% | 
 | 203  | Doublade           |  0.48648% | 3292   |  0.486% | 2465   |  0.486% | 
 | 204  | Xatu               |  0.48530% | 3284   |  0.485% | 2576   |  0.508% | 
 | 205  | Dusclops           |  0.46579% | 3152   |  0.466% | 2482   |  0.489% | 
 | 206  | Chesnaught         |  0.46564% | 3151   |  0.466% | 2358   |  0.465% | 
 | 207  | Honchkrow          |  0.46402% | 3140   |  0.464% | 2288   |  0.451% | 
 | 208  | Camerupt-Mega      |  0.45160% | 3056   |  0.452% | 2376   |  0.468% | 
 | 209  | Vikavolt           |  0.44554% | 3015   |  0.446% | 2258   |  0.445% | 
 | 210  | Heliolisk          |  0.44288% | 2997   |  0.443% | 2000   |  0.394% | 
 | 211  | Seismitoad         |  0.43623% | 2952   |  0.436% | 2408   |  0.475% | 
 | 212  | Delphox            |  0.43003% | 2910   |  0.430% | 2016   |  0.397% | 
 | 213  | Celebi             |  0.42973% | 2908   |  0.430% | 2172   |  0.428% | 
 | 214  | Florges            |  0.41451% | 2805   |  0.415% | 1979   |  0.390% | 
 | 215  | Hitmonlee          |  0.40313% | 2728   |  0.403% | 1853   |  0.365% | 
 | 216  | Persian-Alola      |  0.40003% | 2707   |  0.400% | 2131   |  0.420% | 
 | 217  | Mismagius          |  0.39471% | 2671   |  0.395% | 2051   |  0.404% | 
 | 218  | Kyurem             |  0.38377% | 2597   |  0.384% | 1861   |  0.367% | 
 | 219  | Tsareena           |  0.38141% | 2581   |  0.381% | 1829   |  0.360% | 
 | 220  | Togedemaru         |  0.37653% | 2548   |  0.377% | 2030   |  0.400% | 
 | 221  | Zygarde-10%        |  0.37328% | 2526   |  0.373% | 1780   |  0.351% | 
 | 222  | Tyrantrum          |  0.36929% | 2499   |  0.369% | 1797   |  0.354% | 
 | 223  | Terrakion          |  0.36722% | 2485   |  0.367% | 1792   |  0.353% | 
 | 224  | Ursaring           |  0.36338% | 2459   |  0.363% | 1767   |  0.348% | 
 | 225  | Gigalith           |  0.35969% | 2434   |  0.360% | 1984   |  0.391% | 
 | 226  | Aggron             |  0.35496% | 2402   |  0.355% | 1867   |  0.368% | 
 | 227  | Steelix-Mega       |  0.35407% | 2396   |  0.354% | 1860   |  0.367% | 
 | 228  | Durant             |  0.35378% | 2394   |  0.354% | 1707   |  0.336% | 
 | 229  | Golem-Alola        |  0.35082% | 2374   |  0.351% | 1775   |  0.350% | 
 | 230  | Slowking           |  0.34846% | 2358   |  0.348% | 1768   |  0.348% | 
 | 231  | Ampharos-Mega      |  0.34846% | 2358   |  0.348% | 1696   |  0.334% | 
 | 232  | Luxray             |  0.34742% | 2351   |  0.347% | 1693   |  0.334% | 
 | 233  | Victreebel         |  0.33752% | 2284   |  0.338% | 1693   |  0.334% | 
 | 234  | Kabutops           |  0.33028% | 2235   |  0.330% | 1559   |  0.307% | 
 | 235  | Vivillon           |  0.32732% | 2215   |  0.327% | 1704   |  0.336% | 
 | 236  | Accelgor           |  0.32023% | 2167   |  0.320% | 1612   |  0.318% | 
 | 237  | Raichu             |  0.31210% | 2112   |  0.312% | 1549   |  0.305% | 
 | 238  | Entei              |  0.31151% | 2108   |  0.312% | 1504   |  0.296% | 
 | 239  | Steelix            |  0.30900% | 2091   |  0.309% | 1700   |  0.335% | 
 | 240  | Cradily            |  0.30590% | 2070   |  0.306% | 1434   |  0.283% | 
 | 241  | Rampardos          |  0.30265% | 2048   |  0.303% | 1536   |  0.303% | 
 | 242  | Samurott           |  0.30072% | 2035   |  0.301% | 1537   |  0.303% | 
 | 243  | Omastar            |  0.29954% | 2027   |  0.300% | 1403   |  0.276% | 
 | 244  | Komala             |  0.29703% | 2010   |  0.297% | 1348   |  0.266% | 
 | 245  | Druddigon          |  0.29629% | 2005   |  0.296% | 1757   |  0.346% | 
 | 246  | Floatzel           |  0.29600% | 2003   |  0.296% | 1477   |  0.291% | 
 | 247  | Lycanroc-Midnight  |  0.29008% | 1963   |  0.290% | 1396   |  0.275% | 
 | 248  | Trevenant          |  0.28787% | 1948   |  0.288% | 1442   |  0.284% | 
 | 249  | Necrozma           |  0.28639% | 1938   |  0.286% | 1434   |  0.283% | 
 | 250  | Meloetta           |  0.28476% | 1927   |  0.285% | 1314   |  0.259% | 
 | 251  | Slaking            |  0.28284% | 1914   |  0.283% | 1390   |  0.274% | 
 | 252  | Jellicent          |  0.28196% | 1908   |  0.282% | 1353   |  0.267% | 
 | 253  | Sableye            |  0.28181% | 1907   |  0.282% | 1503   |  0.296% | 
 | 254  | Abomasnow-Mega     |  0.28181% | 1907   |  0.282% | 1490   |  0.294% | 
 | 255  | Moltres            |  0.28092% | 1901   |  0.281% | 1394   |  0.275% | 
 | 256  | Venomoth           |  0.27782% | 1880   |  0.278% | 1335   |  0.263% | 
 | 257  | Electrode          |  0.27649% | 1871   |  0.276% | 1652   |  0.326% | 
 | 258  | Golem              |  0.27501% | 1861   |  0.275% | 1490   |  0.294% | 
 | 259  | Raikou             |  0.27486% | 1860   |  0.275% | 1354   |  0.267% | 
 | 260  | Weezing            |  0.27427% | 1856   |  0.274% | 1432   |  0.282% | 
 | 261  | Chatot             |  0.27427% | 1856   |  0.274% | 1406   |  0.277% | 
 | 262  | Lycanroc           |  0.27398% | 1854   |  0.274% | 1463   |  0.288% | 
 | 263  | Magmortar          |  0.27161% | 1838   |  0.272% | 1342   |  0.264% | 
 | 264  | Zangoose           |  0.26999% | 1827   |  0.270% | 1299   |  0.256% | 
 | 265  | Hitmontop          |  0.26969% | 1825   |  0.270% | 1420   |  0.280% | 
 | 266  | Rotom-Mow          |  0.26526% | 1795   |  0.265% | 1343   |  0.265% | 
 | 267  | Gallade            |  0.26289% | 1779   |  0.263% | 1180   |  0.233% | 
 | 268  | Scrafty            |  0.26289% | 1779   |  0.263% | 1288   |  0.254% | 
 | 269  | Exploud            |  0.25757% | 1743   |  0.258% | 1396   |  0.275% | 
 | 270  | Braviary           |  0.25595% | 1732   |  0.256% | 1285   |  0.253% | 
 | 271  | Drifblim           |  0.25550% | 1729   |  0.256% | 1196   |  0.236% | 
 | 272  | Ninjask            |  0.25033% | 1694   |  0.250% | 1240   |  0.244% | 
 | 273  | Tauros             |  0.24738% | 1674   |  0.247% | 1116   |  0.220% | 
 | 274  | Bewear             |  0.24383% | 1650   |  0.244% | 1180   |  0.233% | 
 | 275  | Cobalion           |  0.24206% | 1638   |  0.242% | 1327   |  0.261% | 
 | 276  | Nidoqueen          |  0.24191% | 1637   |  0.242% | 1332   |  0.262% | 
 | 277  | Sigilyph           |  0.23969% | 1622   |  0.240% | 1122   |  0.221% | 
 | 278  | Emboar             |  0.23895% | 1617   |  0.239% | 1146   |  0.226% | 
 | 279  | Kecleon            |  0.23821% | 1612   |  0.238% | 1245   |  0.245% | 
 | 280  | Miltank            |  0.23422% | 1585   |  0.234% | 1226   |  0.242% | 
 | 281  | Dusknoir           |  0.23289% | 1576   |  0.233% | 1237   |  0.244% | 
 | 282  | Spiritomb          |  0.23275% | 1575   |  0.233% | 1190   |  0.234% | 
 | 283  | Stoutland          |  0.22994% | 1556   |  0.230% | 1165   |  0.230% | 
 | 284  | Mudsdale           |  0.22964% | 1554   |  0.230% | 1172   |  0.231% | 
 | 285  | Medicham           |  0.22152% | 1499   |  0.222% | 1060   |  0.209% | 
 | 286  | Lilligant          |  0.22033% | 1491   |  0.220% | 985    |  0.194% | 
 | 287  | Tornadus           |  0.21782% | 1474   |  0.218% | 1069   |  0.211% | 
 | 288  | Poliwrath          |  0.21723% | 1470   |  0.217% | 1093   |  0.215% | 
 | 289  | Sandslash-Alola    |  0.21546% | 1458   |  0.215% | 1102   |  0.217% | 
 | 290  | Aron               |  0.21413% | 1449   |  0.214% | 954    |  0.188% | 
 | 291  | Archeops           |  0.21354% | 1445   |  0.214% | 1151   |  0.227% | 
 | 292  | Meowstic           |  0.21324% | 1443   |  0.213% | 1161   |  0.229% | 
 | 293  | Glalie-Mega        |  0.21117% | 1429   |  0.211% | 1029   |  0.203% | 
 | 294  | Exeggutor          |  0.21043% | 1424   |  0.210% | 1044   |  0.206% | 
 | 295  | Carracosta         |  0.20822% | 1409   |  0.208% | 886    |  0.175% | 
 | 296  | Pineco             |  0.20334% | 1376   |  0.203% | 1211   |  0.239% | 
 | 297  | Registeel          |  0.20231% | 1369   |  0.202% | 1049   |  0.207% | 
 | 298  | Eevee              |  0.20142% | 1363   |  0.201% | 1063   |  0.209% | 
 | 299  | Comfey             |  0.20009% | 1354   |  0.200% | 971    |  0.191% | 
 | 300  | Shaymin            |  0.20009% | 1354   |  0.200% | 975    |  0.192% | 
 | 301  | Barbaracle         |  0.19965% | 1351   |  0.200% | 842    |  0.166% | 
 | 302  | Golurk             |  0.19935% | 1349   |  0.199% | 1014   |  0.200% | 
 | 303  | Dragalge           |  0.19713% | 1334   |  0.197% | 969    |  0.191% | 
 | 304  | Sharpedo           |  0.19639% | 1329   |  0.196% | 960    |  0.189% | 
 | 305  | Lanturn            |  0.19551% | 1323   |  0.196% | 976    |  0.192% | 
 | 306  | Leafeon            |  0.19447% | 1316   |  0.194% | 977    |  0.193% | 
 | 307  | Pyroar             |  0.19359% | 1310   |  0.194% | 967    |  0.191% | 
 | 308  | Flareon            |  0.19300% | 1306   |  0.193% | 982    |  0.194% | 
 | 309  | Audino-Mega        |  0.19181% | 1298   |  0.192% | 812    |  0.160% | 
