 Total battles: 480396
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 25   | Alakazam-Mega      |  5.58217% | 53633  |  5.582% | 35224  |  4.901% | 
 | 26   | Charizard-Mega-Y   |  5.57321% | 53547  |  5.573% | 40895  |  5.690% | 
 | 27   | Pelipper           |  5.56843% | 53501  |  5.568% | 48512  |  6.750% | 
 | 28   | Tyranitar          |  5.51566% | 52994  |  5.516% | 40447  |  5.627% | 
 | 29   | Magnezone          |  5.49880% | 52832  |  5.499% | 39728  |  5.527% | 
 | 30   | Skarmory           |  5.46591% | 52516  |  5.466% | 42529  |  5.917% | 
 | 31   | Lopunny-Mega       |  5.44707% | 52335  |  5.447% | 40373  |  5.617% | 
 | 32   | Celesteela         |  5.38587% | 51747  |  5.386% | 40261  |  5.602% | 
 | 33   | Victini            |  5.36120% | 51510  |  5.361% | 38799  |  5.398% | 
 | 34   | Swampert-Mega      |  5.31322% | 51049  |  5.313% | 40771  |  5.673% | 
 | 35   | Scizor-Mega        |  5.28449% | 50773  |  5.284% | 38488  |  5.355% | 
 | 36   | Tapu Fini          |  5.28096% | 50739  |  5.281% | 40651  |  5.656% | 
 | 37   | Mawile-Mega        |  5.11744% | 49168  |  5.117% | 35863  |  4.990% | 
 | 38   | Medicham-Mega      |  5.08039% | 48812  |  5.080% | 37614  |  5.233% | 
 | 39   | Tapu Bulu          |  4.66875% | 44857  |  4.669% | 33748  |  4.695% | 
 | 40   | Kommo-o            |  4.65345% | 44710  |  4.653% | 31990  |  4.451% | 
 | 41   | Mimikyu            |  4.53605% | 43582  |  4.536% | 30433  |  4.234% | 
 | 42   | Gengar             |  4.27293% | 41054  |  4.273% | 28687  |  3.991% | 
 | 43   | Kyurem-Black       |  4.21017% | 40451  |  4.210% | 28374  |  3.948% | 
 | 44   | Tangrowth          |  4.01991% | 38623  |  4.020% | 29289  |  4.075% | 
 | 45   | Blacephalon        |  3.95767% | 38025  |  3.958% | 26471  |  3.683% | 
 | 46   | Venusaur-Mega      |  3.60848% | 34670  |  3.608% | 26673  |  3.711% | 
 | 47   | Sableye-Mega       |  3.45340% | 33180  |  3.453% | 28375  |  3.948% | 
 | 48   | Infernape          |  3.21391% | 30879  |  3.214% | 22935  |  3.191% | 
 | 49   | Jirachi            |  3.17322% | 30488  |  3.173% | 22531  |  3.135% | 
 | 50   | Weavile            |  3.10889% | 29870  |  3.109% | 21276  |  2.960% | 
 | 51   | Diancie-Mega       |  3.05259% | 29329  |  3.053% | 23092  |  3.213% | 
 | 52   | Bisharp            |  2.95048% | 28348  |  2.950% | 19481  |  2.710% | 
 | 53   | Gyarados-Mega      |  2.88179% | 27688  |  2.882% | 20578  |  2.863% | 
 | 54   | Beedrill-Mega      |  2.88127% | 27683  |  2.881% | 20304  |  2.825% | 
 | 55   | Gyarados           |  2.86972% | 27572  |  2.870% | 20231  |  2.815% | 
 | 56   | Cloyster           |  2.72379% | 26170  |  2.724% | 18955  |  2.637% | 
 | 57   | Breloom            |  2.71588% | 26094  |  2.716% | 19249  |  2.678% | 
 | 58   | Tyranitar-Mega     |  2.68383% | 25786  |  2.684% | 19151  |  2.664% | 
 | 59   | Togekiss           |  2.67321% | 25684  |  2.673% | 18568  |  2.583% | 
 | 60   | Pinsir-Mega        |  2.55071% | 24507  |  2.551% | 17031  |  2.370% | 
 | 61   | Scizor             |  2.53957% | 24400  |  2.540% | 17714  |  2.465% | 
 | 62   | Keldeo             |  2.52687% | 24278  |  2.527% | 18039  |  2.510% | 
 | 63   | Conkeldurr         |  2.48097% | 23837  |  2.481% | 17361  |  2.415% | 
 | 64   | Salamence          |  2.45828% | 23619  |  2.458% | 16358  |  2.276% | 
 | 65   | Zeraora            |  2.26063% | 21720  |  2.261% | 15955  |  2.220% | 
 | 66   | Snorlax            |  2.22941% | 21420  |  2.229% | 15395  |  2.142% | 
 | 67   | Espeon             |  2.21515% | 21283  |  2.215% | 15205  |  2.115% | 
 | 68   | Shuckle            |  2.15041% | 20661  |  2.150% | 18416  |  2.562% | 
 | 69   | Lucario            |  2.11596% | 20330  |  2.116% | 14246  |  1.982% | 
 | 70   | Kingdra            |  2.09359% | 20115  |  2.094% | 13871  |  1.930% | 
 | 71   | Staraptor          |  2.08880% | 20069  |  2.089% | 14563  |  2.026% | 
 | 72   | Hydreigon          |  2.08026% | 19987  |  2.080% | 14657  |  2.039% | 
 | 73   | Chandelure         |  2.06486% | 19839  |  2.065% | 14196  |  1.975% | 
 | 74   | Mew                |  2.05206% | 19716  |  2.052% | 15013  |  2.089% | 
 | 75   | Ninetales-Alola    |  2.00251% | 19240  |  2.003% | 15250  |  2.122% | 
 | 76   | Gallade-Mega       |  2.00064% | 19222  |  2.001% | 13622  |  1.895% | 
 | 77   | Garchomp-Mega      |  1.96463% | 18876  |  1.965% | 13544  |  1.884% | 
 | 78   | Ditto              |  1.92487% | 18494  |  1.925% | 13067  |  1.818% | 
 | 79   | Metagross          |  1.90957% | 18347  |  1.910% | 13514  |  1.880% | 
 | 80   | Venusaur           |  1.77656% | 17069  |  1.777% | 12280  |  1.709% | 
 | 81   | Umbreon            |  1.75678% | 16879  |  1.757% | 11927  |  1.659% | 
 | 82   | Latias-Mega        |  1.71733% | 16500  |  1.717% | 11851  |  1.649% | 
 | 83   | Alakazam           |  1.69392% | 16275  |  1.694% | 10584  |  1.473% | 
 | 84   | Marowak-Alola      |  1.69110% | 16248  |  1.691% | 12213  |  1.699% | 
 | 85   | Manaphy            |  1.68288% | 16169  |  1.683% | 11532  |  1.604% | 
 | 86   | Gastrodon          |  1.68205% | 16161  |  1.682% | 12338  |  1.717% | 
 | 87   | Mamoswine          |  1.68080% | 16149  |  1.681% | 12658  |  1.761% | 
 | 88   | Arcanine           |  1.66644% | 16011  |  1.666% | 12074  |  1.680% | 
 | 89   | Thundurus-Therian  |  1.64583% | 15813  |  1.646% | 12051  |  1.677% | 
 | 90   | Milotic            |  1.61658% | 15532  |  1.617% | 11370  |  1.582% | 
 | 91   | Hoopa-Unbound      |  1.59972% | 15370  |  1.600% | 10719  |  1.491% | 
 | 92   | Xurkitree          |  1.59826% | 15356  |  1.598% | 11138  |  1.550% | 
 | 93   | Manectric-Mega     |  1.57755% | 15157  |  1.578% | 11881  |  1.653% | 
 | 94   | Crawdaunt          |  1.57329% | 15116  |  1.573% | 10904  |  1.517% | 
 | 95   | Goodra             |  1.57131% | 15097  |  1.571% | 10947  |  1.523% | 
 | 96   | Galvantula         |  1.56808% | 15066  |  1.568% | 13137  |  1.828% | 
 | 97   | Torkoal            |  1.55476% | 14938  |  1.555% | 13419  |  1.867% | 
 | 98   | Latios             |  1.54425% | 14837  |  1.544% | 10344  |  1.439% | 
 | 99   | Gardevoir-Mega     |  1.53936% | 14790  |  1.539% | 10164  |  1.414% | 
 | 100  | Blissey            |  1.50928% | 14501  |  1.509% | 10534  |  1.466% | 
 | 101  | Muk-Alola          |  1.50844% | 14493  |  1.508% | 10975  |  1.527% | 
 | 102  | Sceptile-Mega      |  1.48888% | 14305  |  1.489% | 10182  |  1.417% | 
 | 103  | Porygon-Z          |  1.45828% | 14011  |  1.458% | 9995   |  1.391% | 
 | 104  | Cresselia          |  1.45349% | 13965  |  1.453% | 10494  |  1.460% | 
 | 105  | Jolteon            |  1.44287% | 13863  |  1.443% | 10323  |  1.436% | 
 | 106  | Darmanitan         |  1.42830% | 13723  |  1.428% | 10006  |  1.392% | 
 | 107  | Talonflame         |  1.41258% | 13572  |  1.413% | 9897   |  1.377% | 
 | 108  | Scolipede          |  1.40405% | 13490  |  1.404% | 9898   |  1.377% | 
 | 109  | Gardevoir          |  1.39947% | 13446  |  1.399% | 9179   |  1.277% | 
 | 110  | Hippowdon          |  1.38313% | 13289  |  1.383% | 11312  |  1.574% | 
 | 111  | Amoonguss          |  1.32016% | 12684  |  1.320% | 9355   |  1.302% | 
 | 112  | Nidoking           |  1.29976% | 12488  |  1.300% | 9272   |  1.290% | 
 | 113  | Araquanid          |  1.29591% | 12451  |  1.296% | 10683  |  1.486% | 
 | 114  | Heracross-Mega     |  1.28238% | 12321  |  1.282% | 8661   |  1.205% | 
 | 115  | Volcanion          |  1.25521% | 12060  |  1.255% | 9246   |  1.286% | 
 | 116  | Salazzle           |  1.24387% | 11951  |  1.244% | 8773   |  1.221% | 
 | 117  | Incineroar         |  1.23835% | 11898  |  1.238% | 8998   |  1.252% | 
 | 118  | Crobat             |  1.23534% | 11869  |  1.235% | 8785   |  1.222% | 
 | 119  | Rotom-Heat         |  1.20765% | 11603  |  1.208% | 9378   |  1.305% | 
 | 120  | Sylveon            |  1.18735% | 11408  |  1.187% | 7688   |  1.070% | 
 | 121  | Reuniclus          |  1.17008% | 11242  |  1.170% | 7809   |  1.086% | 
 | 122  | Starmie            |  1.16508% | 11194  |  1.165% | 7974   |  1.109% | 
 | 123  | Quagsire           |  1.14770% | 11027  |  1.148% | 8089   |  1.125% | 
 | 124  | Tentacruel         |  1.13521% | 10907  |  1.135% | 8413   |  1.171% | 
 | 125  | Klefki             |  1.11595% | 10722  |  1.116% | 8858   |  1.232% | 
 | 126  | Empoleon           |  1.09535% | 10524  |  1.095% | 7994   |  1.112% | 
 | 127  | Krookodile         |  1.09118% | 10484  |  1.091% | 7701   |  1.071% | 
 | 128  | Forretress         |  1.05840% | 10169  |  1.058% | 8790   |  1.223% | 
 | 129  | Aerodactyl-Mega    |  1.04653% | 10055  |  1.047% | 7188   |  1.000% | 
 | 130  | Buzzwole           |  1.04476% | 10038  |  1.045% | 7058   |  0.982% | 
 | 131  | Porygon2           |  1.04154% | 10007  |  1.042% | 7649   |  1.064% | 
 | 132  | Ribombee           |  1.00709% | 9676   |  1.007% | 8555   |  1.190% | 
 | 133  | Azelf              |  1.00500% | 9656   |  1.005% | 8924   |  1.242% | 
 | 134  | Nihilego           |  0.99616% | 9571   |  0.996% | 7009   |  0.975% | 
 | 135  | Swampert           |  0.98315% | 9446   |  0.983% | 7522   |  1.047% | 
 | 136  | Haxorus            |  0.93621% | 8995   |  0.936% | 5903   |  0.821% | 
 | 137  | Electivire         |  0.91591% | 8800   |  0.916% | 6353   |  0.884% | 
 | 138  | Latios-Mega        |  0.91487% | 8790   |  0.915% | 6473   |  0.901% | 
 | 139  | Feraligatr         |  0.91102% | 8753   |  0.911% | 6300   |  0.877% | 
 | 140  | Vaporeon           |  0.90987% | 8742   |  0.910% | 6402   |  0.891% | 
 | 141  | Altaria-Mega       |  0.89468% | 8596   |  0.895% | 6029   |  0.839% | 
 | 142  | Linoone            |  0.86783% | 8338   |  0.868% | 6032   |  0.839% | 
 | 143  | Primarina          |  0.86574% | 8318   |  0.866% | 6098   |  0.848% | 
 | 144  | Slowbro            |  0.86033% | 8266   |  0.860% | 6331   |  0.881% | 
 | 145  | Latias             |  0.84389% | 8108   |  0.844% | 5643   |  0.785% | 
 | 146  | Roserade           |  0.84347% | 8104   |  0.843% | 5822   |  0.810% | 
 | 147  | Pikachu            |  0.84285% | 8098   |  0.843% | 6020   |  0.838% | 
 | 148  | Ninetales          |  0.83265% | 8000   |  0.833% | 6032   |  0.839% | 
 | 149  | Zoroark            |  0.83098% | 7984   |  0.831% | 3398   |  0.473% | 
 | 150  | Whimsicott         |  0.81735% | 7853   |  0.817% | 5968   |  0.830% | 
 | 151  | Aggron-Mega        |  0.80663% | 7750   |  0.807% | 5880   |  0.818% | 
 | 152  | Lycanroc-Dusk      |  0.80496% | 7734   |  0.805% | 5655   |  0.787% | 
 | 153  | Bronzong           |  0.80215% | 7707   |  0.802% | 6643   |  0.924% | 
 | 154  | Flygon             |  0.80049% | 7691   |  0.800% | 5510   |  0.767% | 
 | 155  | Mandibuzz          |  0.79830% | 7670   |  0.798% | 5808   |  0.808% | 
 | 156  | Thundurus          |  0.79539% | 7642   |  0.795% | 5760   |  0.801% | 
 | 157  | Donphan            |  0.78706% | 7562   |  0.787% | 6158   |  0.857% | 
 | 158  | Blastoise-Mega     |  0.78487% | 7541   |  0.785% | 5650   |  0.786% | 
 | 159  | Machamp            |  0.75386% | 7243   |  0.754% | 5483   |  0.763% | 
 | 160  | Typhlosion         |  0.75188% | 7224   |  0.752% | 5181   |  0.721% | 
 | 161  | Sceptile           |  0.74855% | 7192   |  0.749% | 4861   |  0.676% | 
 | 162  | Decidueye          |  0.74439% | 7152   |  0.744% | 4989   |  0.694% | 
 | 163  | Noivern            |  0.73179% | 7031   |  0.732% | 5221   |  0.726% | 
 | 164  | Slurpuff           |  0.71795% | 6898   |  0.718% | 4675   |  0.650% | 
 | 165  | Uxie               |  0.71327% | 6853   |  0.713% | 6261   |  0.871% | 
 | 166  | Ludicolo           |  0.71264% | 6847   |  0.713% | 4880   |  0.679% | 
 | 167  | Sharpedo-Mega      |  0.70265% | 6751   |  0.703% | 4917   |  0.684% | 
 | 168  | Lapras             |  0.69859% | 6712   |  0.699% | 5012   |  0.697% | 
 | 169  | Stakataka          |  0.69474% | 6675   |  0.695% | 4960   |  0.690% | 
 | 170  | Toxicroak          |  0.69255% | 6654   |  0.693% | 4693   |  0.653% | 
 | 171  | Malamar            |  0.69214% | 6650   |  0.692% | 4667   |  0.649% | 
 | 172  | Smeargle           |  0.68808% | 6611   |  0.688% | 5525   |  0.769% | 
 | 173  | Pidgeot-Mega       |  0.68391% | 6571   |  0.684% | 4885   |  0.680% | 
 | 174  | Politoed           |  0.66685% | 6407   |  0.667% | 5451   |  0.758% | 
 | 175  | Absol-Mega         |  0.64967% | 6242   |  0.650% | 4680   |  0.651% | 
 | 176  | Cofagrigus         |  0.64593% | 6206   |  0.646% | 4629   |  0.644% | 
 | 177  | Raichu-Alola       |  0.63416% | 6093   |  0.634% | 4203   |  0.585% | 
 | 178  | Mantine            |  0.61876% | 5945   |  0.619% | 4425   |  0.616% | 
 | 179  | Golisopod          |  0.58983% | 5667   |  0.590% | 4266   |  0.594% | 
 | 180  | Diggersby          |  0.58879% | 5657   |  0.589% | 3981   |  0.554% | 
 | 181  | Aerodactyl         |  0.58774% | 5647   |  0.588% | 4934   |  0.686% | 
 | 182  | Ambipom            |  0.58379% | 5609   |  0.584% | 4332   |  0.603% | 
 | 183  | Pyukumuku          |  0.57640% | 5538   |  0.576% | 3780   |  0.526% | 
 | 184  | Charizard          |  0.57432% | 5518   |  0.574% | 4047   |  0.563% | 
 | 185  | Dusclops           |  0.57057% | 5482   |  0.571% | 4168   |  0.580% | 
 | 186  | Froslass           |  0.56932% | 5470   |  0.569% | 4502   |  0.626% | 
 | 187  | Suicune            |  0.55860% | 5367   |  0.559% | 3898   |  0.542% | 
 | 188  | Heracross          |  0.55735% | 5355   |  0.557% | 3735   |  0.520% | 
 | 189  | Drapion            |  0.55329% | 5316   |  0.553% | 3787   |  0.527% | 
 | 190  | Blastoise          |  0.55038% | 5288   |  0.550% | 4063   |  0.565% | 
 | 191  | Yanmega            |  0.54570% | 5243   |  0.546% | 3762   |  0.523% | 
 | 192  | Seismitoad         |  0.54518% | 5238   |  0.545% | 4440   |  0.618% | 
 | 193  | Xatu               |  0.54268% | 5214   |  0.543% | 4108   |  0.572% | 
 | 194  | Rhyperior          |  0.52842% | 5077   |  0.528% | 3858   |  0.537% | 
 | 195  | Alomomola          |  0.52425% | 5037   |  0.524% | 3743   |  0.521% | 
 | 196  | Slowbro-Mega       |  0.52290% | 5024   |  0.523% | 3915   |  0.545% | 
 | 197  | Eelektross         |  0.52176% | 5013   |  0.522% | 3997   |  0.556% | 
 | 198  | Shedinja           |  0.52103% | 5006   |  0.521% | 3341   |  0.465% | 
 | 199  | Swellow            |  0.51770% | 4974   |  0.518% | 3490   |  0.486% | 
 | 200  | Honchkrow          |  0.49449% | 4751   |  0.494% | 3323   |  0.462% | 
 | 201  | Mienshao           |  0.48575% | 4667   |  0.486% | 3432   |  0.477% | 
 | 202  | Banette-Mega       |  0.48106% | 4622   |  0.481% | 3431   |  0.477% | 
 | 203  | Kabutops           |  0.47482% | 4562   |  0.475% | 3143   |  0.437% | 
 | 204  | Tyrantrum          |  0.47086% | 4524   |  0.471% | 3095   |  0.431% | 
 | 205  | Houndoom-Mega      |  0.46576% | 4475   |  0.466% | 3125   |  0.435% | 
 | 206  | Sigilyph           |  0.46295% | 4448   |  0.463% | 3116   |  0.434% | 
 | 207  | Florges            |  0.45900% | 4410   |  0.459% | 3133   |  0.436% | 
 | 208  | Ampharos-Mega      |  0.45067% | 4330   |  0.451% | 3099   |  0.431% | 
 | 209  | Chesnaught         |  0.45036% | 4327   |  0.450% | 3264   |  0.454% | 
 | 210  | Doublade           |  0.44838% | 4308   |  0.448% | 3183   |  0.443% | 
 | 211  | Mismagius          |  0.44557% | 4281   |  0.446% | 2945   |  0.410% | 
 | 212  | Torterra           |  0.43891% | 4217   |  0.439% | 3193   |  0.444% | 
 | 213  | Terrakion          |  0.43058% | 4137   |  0.431% | 3015   |  0.419% | 
 | 214  | Aggron             |  0.42330% | 4067   |  0.423% | 3067   |  0.427% | 
 | 215  | Scrafty            |  0.41882% | 4024   |  0.419% | 3013   |  0.419% | 
 | 216  | Heliolisk          |  0.41133% | 3952   |  0.411% | 2743   |  0.382% | 
 | 217  | Hitmonlee          |  0.40925% | 3932   |  0.409% | 2727   |  0.379% | 
 | 218  | Cradily            |  0.39800% | 3824   |  0.398% | 2907   |  0.404% | 
 | 219  | Accelgor           |  0.39738% | 3818   |  0.397% | 3088   |  0.430% | 
 | 220  | Vikavolt           |  0.39572% | 3802   |  0.396% | 2829   |  0.394% | 
 | 221  | Dusknoir           |  0.39238% | 3770   |  0.392% | 2913   |  0.405% | 
 | 222  | Sableye            |  0.39186% | 3765   |  0.392% | 2777   |  0.386% | 
 | 223  | Luxray             |  0.38676% | 3716   |  0.387% | 2750   |  0.383% | 
 | 224  | Dragalge           |  0.38427% | 3692   |  0.384% | 2720   |  0.378% | 
 | 225  | Delphox            |  0.36532% | 3510   |  0.365% | 2534   |  0.353% | 
 | 226  | Celebi             |  0.35897% | 3449   |  0.359% | 2439   |  0.339% | 
 | 227  | Camerupt-Mega      |  0.35648% | 3425   |  0.356% | 2668   |  0.371% | 
 | 228  | Slaking            |  0.35450% | 3406   |  0.354% | 2503   |  0.348% | 
 | 229  | Raikou             |  0.34701% | 3334   |  0.347% | 2392   |  0.333% | 
 | 230  | Minior             |  0.33722% | 3240   |  0.337% | 2280   |  0.317% | 
 | 231  | Entei              |  0.33681% | 3236   |  0.337% | 2345   |  0.326% | 
 | 232  | Rampardos          |  0.33295% | 3199   |  0.333% | 2251   |  0.313% | 
 | 233  | Persian-Alola      |  0.33098% | 3180   |  0.331% | 2603   |  0.362% | 
 | 234  | Cinccino           |  0.33004% | 3171   |  0.330% | 2151   |  0.299% | 
 | 235  | Steelix-Mega       |  0.32681% | 3140   |  0.327% | 2471   |  0.344% | 
 | 236  | Weezing            |  0.32213% | 3095   |  0.322% | 2377   |  0.331% | 
 | 237  | Comfey             |  0.31901% | 3065   |  0.319% | 2140   |  0.298% | 
 | 238  | Gigalith           |  0.31079% | 2986   |  0.311% | 2361   |  0.328% | 
 | 239  | Vileplume          |  0.30974% | 2976   |  0.310% | 2173   |  0.302% | 
 | 240  | Jellicent          |  0.30850% | 2964   |  0.308% | 2177   |  0.303% | 
 | 241  | Meloetta           |  0.30725% | 2952   |  0.307% | 2081   |  0.290% | 
 | 242  | Tsareena           |  0.30527% | 2933   |  0.305% | 2057   |  0.286% | 
 | 243  | Moltres            |  0.30454% | 2926   |  0.305% | 2164   |  0.301% | 
 | 244  | Magmortar          |  0.30288% | 2910   |  0.303% | 2122   |  0.295% | 
 | 245  | Claydol            |  0.29913% | 2874   |  0.299% | 2337   |  0.325% | 
 | 246  | Druddigon          |  0.29861% | 2869   |  0.299% | 2313   |  0.322% | 
 | 247  | Steelix            |  0.29444% | 2829   |  0.294% | 2236   |  0.311% | 
 | 248  | Necrozma           |  0.29361% | 2821   |  0.294% | 1975   |  0.275% | 
 | 249  | Raichu             |  0.29205% | 2806   |  0.292% | 2067   |  0.288% | 
 | 250  | Sharpedo           |  0.29018% | 2788   |  0.290% | 1998   |  0.278% | 
 | 251  | Kyurem             |  0.28955% | 2782   |  0.290% | 2028   |  0.282% | 
 | 252  | Miltank            |  0.28591% | 2747   |  0.286% | 1949   |  0.271% | 
 | 253  | Spiritomb          |  0.28508% | 2739   |  0.285% | 2106   |  0.293% | 
 | 254  | Poliwrath          |  0.28435% | 2732   |  0.284% | 2045   |  0.285% | 
 | 255  | Golem              |  0.27998% | 2690   |  0.280% | 2105   |  0.293% | 
 | 256  | Trevenant          |  0.27373% | 2630   |  0.274% | 1937   |  0.269% | 
 | 257  | Abomasnow-Mega     |  0.27373% | 2630   |  0.274% | 1943   |  0.270% | 
 | 258  | Slowking           |  0.27321% | 2625   |  0.273% | 1918   |  0.267% | 
 | 259  | Omastar            |  0.27207% | 2614   |  0.272% | 1888   |  0.263% | 
 | 260  | Escavalier         |  0.27061% | 2600   |  0.271% | 1853   |  0.258% | 
 | 261  | Glalie-Mega        |  0.26967% | 2591   |  0.270% | 1835   |  0.255% | 
 | 262  | Rotom-Mow          |  0.26645% | 2560   |  0.266% | 1982   |  0.276% | 
 | 263  | Gallade            |  0.26499% | 2546   |  0.265% | 1708   |  0.238% | 
 | 264  | Nidoqueen          |  0.26374% | 2534   |  0.264% | 1995   |  0.278% | 
 | 265  | Golurk             |  0.25802% | 2479   |  0.258% | 1908   |  0.265% | 
 | 266  | Registeel          |  0.25760% | 2475   |  0.258% | 1929   |  0.268% | 
 | 267  | Sandslash-Alola    |  0.25417% | 2442   |  0.254% | 1781   |  0.248% | 
 | 268  | Tornadus           |  0.24896% | 2392   |  0.249% | 1788   |  0.249% | 
 | 269  | Avalugg            |  0.24875% | 2390   |  0.249% | 1739   |  0.242% | 
 | 270  | Meowstic           |  0.24844% | 2387   |  0.248% | 1829   |  0.254% | 
 | 271  | Hitmontop          |  0.24771% | 2380   |  0.248% | 1778   |  0.247% | 
 | 272  | Victreebel         |  0.24667% | 2370   |  0.247% | 1623   |  0.226% | 
 | 273  | Lycanroc-Midnight  |  0.24501% | 2354   |  0.245% | 1774   |  0.247% | 
 | 274  | Ursaring           |  0.24188% | 2324   |  0.242% | 1627   |  0.226% | 
 | 275  | Durant             |  0.24116% | 2317   |  0.241% | 1602   |  0.223% | 
 | 276  | Scyther            |  0.23855% | 2292   |  0.239% | 1683   |  0.234% | 
 | 277  | Vivillon           |  0.23689% | 2276   |  0.237% | 1616   |  0.225% | 
 | 278  | Rhydon             |  0.23616% | 2269   |  0.236% | 1772   |  0.247% | 
 | 279  | Lycanroc           |  0.23470% | 2255   |  0.235% | 1693   |  0.236% | 
 | 280  | Venomoth           |  0.23429% | 2251   |  0.234% | 1486   |  0.207% | 
 | 281  | Regice             |  0.23304% | 2239   |  0.233% | 1531   |  0.213% | 
 | 282  | Golem-Alola        |  0.23231% | 2232   |  0.232% | 1691   |  0.235% | 
 | 283  | Zangoose           |  0.23148% | 2224   |  0.231% | 1584   |  0.220% | 
 | 284  | Lanturn            |  0.23106% | 2220   |  0.231% | 1690   |  0.235% | 
 | 285  | Zygarde-10%        |  0.22429% | 2155   |  0.224% | 1587   |  0.221% | 
 | 286  | Hariyama           |  0.22346% | 2147   |  0.223% | 1594   |  0.222% | 
 | 287  | Drifblim           |  0.22294% | 2142   |  0.223% | 1481   |  0.206% | 
 | 288  | Kecleon            |  0.22107% | 2124   |  0.221% | 1766   |  0.246% | 
 | 289  | Turtonator         |  0.21992% | 2113   |  0.220% | 1501   |  0.209% | 
 | 290  | Cobalion           |  0.21940% | 2108   |  0.219% | 1690   |  0.235% | 
 | 291  | Ninjask            |  0.21888% | 2103   |  0.219% | 1511   |  0.210% | 
 | 292  | Leafeon            |  0.21847% | 2099   |  0.218% | 1459   |  0.203% | 
 | 293  | Tauros             |  0.21847% | 2099   |  0.218% | 1575   |  0.219% | 
 | 294  | Exeggutor          |  0.21670% | 2082   |  0.217% | 1452   |  0.202% | 
 | 295  | Liepard            |  0.21420% | 2058   |  0.214% | 1626   |  0.226% | 
 | 296  | Braviary           |  0.21285% | 2045   |  0.213% | 1461   |  0.203% | 
 | 297  | Carracosta         |  0.21243% | 2041   |  0.212% | 1540   |  0.214% | 
 | 298  | Hitmonchan         |  0.21139% | 2031   |  0.211% | 1561   |  0.217% | 
 | 299  | Mudsdale           |  0.21076% | 2025   |  0.211% | 1643   |  0.229% | 
 | 300  | Bewear             |  0.20764% | 1995   |  0.208% | 1367   |  0.190% | 
 | 301  | Magneton           |  0.20743% | 1993   |  0.207% | 1551   |  0.216% | 
 | 302  | Togedemaru         |  0.20483% | 1968   |  0.205% | 1523   |  0.212% | 
 | 303  | Emboar             |  0.20327% | 1953   |  0.203% | 1377   |  0.192% | 
 | 304  | Audino             |  0.20285% | 1949   |  0.203% | 1454   |  0.202% | 
 | 305  | Aurorus            |  0.20275% | 1948   |  0.203% | 1402   |  0.195% | 
 | 306  | Articuno           |  0.20212% | 1942   |  0.202% | 1376   |  0.191% | 
 | 307  | Clawitzer          |  0.20150% | 1936   |  0.202% | 1399   |  0.195% | 
 | 308  | Electrode          |  0.20004% | 1922   |  0.200% | 1643   |  0.229% | 
