 Total battles: 2122031
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 27   | Bisharp            |  6.11728% | 259621 |  6.117% | 179603 |  5.562% | 
 | 28   | Volcarona          |  6.05616% | 257027 |  6.056% | 182298 |  5.645% | 
 | 29   | Clefable           |  5.86792% | 249038 |  5.868% | 183215 |  5.674% | 
 | 30   | Tapu Fini          |  5.77390% | 245048 |  5.774% | 198092 |  6.134% | 
 | 31   | Magnezone          |  5.63083% | 238976 |  5.631% | 186777 |  5.784% | 
 | 32   | Gengar             |  5.39273% | 228871 |  5.393% | 158882 |  4.920% | 
 | 33   | Charizard-Mega-Y   |  5.16093% | 219033 |  5.161% | 169028 |  5.234% | 
 | 34   | Latios             |  5.12761% | 217619 |  5.128% | 155599 |  4.818% | 
 | 35   | Venusaur-Mega      |  5.04062% | 213927 |  5.041% | 163778 |  5.072% | 
 | 36   | Alakazam-Mega      |  4.83367% | 205144 |  4.834% | 137961 |  4.272% | 
 | 37   | Keldeo             |  4.62672% | 196361 |  4.627% | 149211 |  4.621% | 
 | 38   | Mew                |  4.62003% | 196077 |  4.620% | 151490 |  4.691% | 
 | 39   | Tangrowth          |  4.54336% | 192823 |  4.543% | 147739 |  4.575% | 
 | 40   | Kyurem-Black       |  4.44617% | 188698 |  4.446% | 138138 |  4.278% | 
 | 41   | Marowak-Alola      |  4.29376% | 182230 |  4.294% | 135658 |  4.201% | 
 | 42   | Pinsir-Mega        |  4.24798% | 180287 |  4.248% | 125368 |  3.882% | 
 | 43   | Pelipper           |  4.23062% | 179550 |  4.231% | 162866 |  5.043% | 
 | 44   | Rotom-Wash         |  4.21257% | 178784 |  4.213% | 150867 |  4.672% | 
 | 45   | Swampert-Mega      |  4.18213% | 177492 |  4.182% | 143642 |  4.448% | 
 | 46   | Gliscor            |  4.15314% | 176262 |  4.153% | 136662 |  4.232% | 
 | 47   | Medicham-Mega      |  4.13651% | 175556 |  4.137% | 135247 |  4.188% | 
 | 48   | Gyarados-Mega      |  3.92916% | 166756 |  3.929% | 127184 |  3.938% | 
 | 49   | Mawile-Mega        |  3.89438% | 165280 |  3.894% | 120618 |  3.735% | 
 | 50   | Lycanroc-Dusk      |  3.76606% | 159834 |  3.766% | 115766 |  3.585% | 
 | 51   | Diancie-Mega       |  3.70374% | 157189 |  3.704% | 122430 |  3.791% | 
 | 52   | Victini            |  3.68220% | 156275 |  3.682% | 116884 |  3.620% | 
 | 53   | Stakataka          |  3.64552% | 154718 |  3.646% | 115917 |  3.590% | 
 | 54   | Serperior          |  3.27146% | 138843 |  3.271% | 101074 |  3.130% | 
 | 55   | Ninetales-Alola    |  3.26004% | 138358 |  3.260% | 109517 |  3.391% | 
 | 56   | Tyranitar-Mega     |  3.19812% | 135730 |  3.198% | 101604 |  3.146% | 
 | 57   | Weavile            |  3.15987% | 134107 |  3.160% | 96829  |  2.998% | 
 | 58   | Sableye-Mega       |  2.84956% | 120937 |  2.850% | 103570 |  3.207% | 
 | 59   | Azumarill          |  2.67819% | 113664 |  2.678% | 87009  |  2.694% | 
 | 60   | Kommo-o            |  2.65500% | 112680 |  2.655% | 82195  |  2.545% | 
 | 61   | Kingdra            |  2.60826% | 110696 |  2.608% | 77152  |  2.389% | 
 | 62   | Gyarados           |  2.32365% | 98617  |  2.324% | 75313  |  2.332% | 
 | 63   | Infernape          |  2.25044% | 95510  |  2.250% | 72068  |  2.232% | 
 | 64   | Jirachi            |  2.11795% | 89887  |  2.118% | 68932  |  2.135% | 
 | 65   | Beedrill-Mega      |  2.09825% | 89051  |  2.098% | 66691  |  2.065% | 
 | 66   | Breloom            |  2.06210% | 87517  |  2.062% | 65564  |  2.030% | 
 | 67   | Xurkitree          |  2.05468% | 87202  |  2.055% | 62267  |  1.928% | 
 | 68   | Scizor             |  2.00829% | 85233  |  2.008% | 63638  |  1.971% | 
 | 69   | Salamence          |  1.97759% | 83930  |  1.978% | 59613  |  1.846% | 
 | 70   | Ribombee           |  1.89894% | 80592  |  1.899% | 72235  |  2.237% | 
 | 71   | Thundurus-Therian  |  1.84274% | 78207  |  1.843% | 60867  |  1.885% | 
 | 72   | Arcanine           |  1.83614% | 77927  |  1.836% | 59401  |  1.839% | 
 | 73   | Tornadus-Therian   |  1.82773% | 77570  |  1.828% | 59990  |  1.858% | 
 | 74   | Manaphy            |  1.79279% | 76087  |  1.793% | 55563  |  1.721% | 
 | 75   | Snorlax            |  1.77307% | 75250  |  1.773% | 55060  |  1.705% | 
 | 76   | Manectric-Mega     |  1.76395% | 74863  |  1.764% | 59519  |  1.843% | 
 | 77   | Conkeldurr         |  1.73930% | 73817  |  1.739% | 55567  |  1.721% | 
 | 78   | Shuckle            |  1.73284% | 73543  |  1.733% | 66112  |  2.047% | 
 | 79   | Gallade-Mega       |  1.71956% | 72979  |  1.720% | 51017  |  1.580% | 
 | 80   | Ditto              |  1.71286% | 72695  |  1.713% | 52209  |  1.617% | 
 | 81   | Muk-Alola          |  1.70410% | 72323  |  1.704% | 56291  |  1.743% | 
 | 82   | Araquanid          |  1.67102% | 70919  |  1.671% | 60391  |  1.870% | 
 | 83   | Goodra             |  1.64357% | 69754  |  1.644% | 51887  |  1.607% | 
 | 84   | Hoopa-Unbound      |  1.61967% | 68740  |  1.620% | 48652  |  1.507% | 
 | 85   | Buzzwole           |  1.59161% | 67549  |  1.592% | 49170  |  1.523% | 
 | 86   | Cloyster           |  1.57797% | 66970  |  1.578% | 50272  |  1.557% | 
 | 87   | Porygon-Z          |  1.55978% | 66198  |  1.560% | 47078  |  1.458% | 
 | 88   | Staraptor          |  1.55516% | 66002  |  1.555% | 48465  |  1.501% | 
 | 89   | Mamoswine          |  1.53768% | 65260  |  1.538% | 53086  |  1.644% | 
 | 90   | Starmie            |  1.53355% | 65085  |  1.534% | 47404  |  1.468% | 
 | 91   | Cresselia          |  1.53162% | 65003  |  1.532% | 50203  |  1.555% | 
 | 92   | Togekiss           |  1.52434% | 64694  |  1.524% | 46766  |  1.448% | 
 | 93   | Gardevoir-Mega     |  1.52170% | 64582  |  1.522% | 43752  |  1.355% | 
 | 94   | Espeon             |  1.47243% | 62491  |  1.472% | 45698  |  1.415% | 
 | 95   | Metagross          |  1.45132% | 61595  |  1.451% | 46000  |  1.424% | 
 | 96   | Garchomp-Mega      |  1.44524% | 61337  |  1.445% | 43834  |  1.357% | 
 | 97   | Umbreon            |  1.43101% | 60733  |  1.431% | 42633  |  1.320% | 
 | 98   | Hydreigon          |  1.38483% | 58773  |  1.385% | 42974  |  1.331% | 
 | 99   | Galvantula         |  1.33563% | 56685  |  1.336% | 49662  |  1.538% | 
 | 100  | Jolteon            |  1.32729% | 56331  |  1.327% | 42811  |  1.326% | 
 | 101  | Chandelure         |  1.32270% | 56136  |  1.323% | 41013  |  1.270% | 
 | 102  | Sceptile-Mega      |  1.30519% | 55393  |  1.305% | 39295  |  1.217% | 
 | 103  | Nidoking           |  1.30385% | 55336  |  1.304% | 42445  |  1.314% | 
 | 104  | Porygon2           |  1.30201% | 55258  |  1.302% | 42319  |  1.310% | 
 | 105  | Heracross-Mega     |  1.28910% | 54710  |  1.289% | 38600  |  1.195% | 
 | 106  | Mantine            |  1.28655% | 54602  |  1.287% | 43038  |  1.333% | 
 | 107  | Alakazam           |  1.28309% | 54455  |  1.283% | 36395  |  1.127% | 
 | 108  | Hippowdon          |  1.27213% | 53990  |  1.272% | 46214  |  1.431% | 
 | 109  | Latios-Mega        |  1.20778% | 51259  |  1.208% | 37110  |  1.149% | 
 | 110  | Lucario            |  1.20507% | 51144  |  1.205% | 36235  |  1.122% | 
 | 111  | Amoonguss          |  1.19192% | 50586  |  1.192% | 37843  |  1.172% | 
 | 112  | Volcanion          |  1.17856% | 50019  |  1.179% | 39191  |  1.214% | 
 | 113  | Thundurus          |  1.17590% | 49906  |  1.176% | 38138  |  1.181% | 
 | 114  | Crobat             |  1.16940% | 49630  |  1.169% | 36461  |  1.129% | 
 | 115  | Gastrodon          |  1.16867% | 49599  |  1.169% | 39495  |  1.223% | 
 | 116  | Nihilego           |  1.16174% | 49305  |  1.162% | 37786  |  1.170% | 
 | 117  | Smeargle           |  1.15446% | 48996  |  1.154% | 44509  |  1.378% | 
 | 118  | Milotic            |  1.15088% | 48844  |  1.151% | 37195  |  1.152% | 
 | 119  | Talonflame         |  1.12560% | 47771  |  1.126% | 34478  |  1.068% | 
 | 120  | Sylveon            |  1.11028% | 47121  |  1.110% | 32335  |  1.001% | 
 | 121  | Latias-Mega        |  1.08959% | 46243  |  1.090% | 33338  |  1.032% | 
 | 122  | Tentacruel         |  1.07906% | 45796  |  1.079% | 35173  |  1.089% | 
 | 123  | Blissey            |  1.01497% | 43076  |  1.015% | 31140  |  0.964% | 
 | 124  | Crawdaunt          |  0.99336% | 42159  |  0.993% | 30289  |  0.938% | 
 | 125  | Darmanitan         |  0.99096% | 42057  |  0.991% | 31388  |  0.972% | 
 | 126  | Forretress         |  0.99023% | 42026  |  0.990% | 36460  |  1.129% | 
 | 127  | Primarina          |  0.98090% | 41630  |  0.981% | 31634  |  0.980% | 
 | 128  | Latias             |  0.95088% | 40356  |  0.951% | 28597  |  0.886% | 
 | 129  | Mimikyu-Totem      |  0.94673% | 40180  |  0.947% | 28575  |  0.885% | 
 | 130  | Quagsire           |  0.94096% | 39935  |  0.941% | 29850  |  0.924% | 
 | 131  | Empoleon           |  0.93988% | 39889  |  0.940% | 31374  |  0.972% | 
 | 132  | Mandibuzz          |  0.92581% | 39292  |  0.926% | 29696  |  0.920% | 
 | 133  | Decidueye          |  0.92098% | 39087  |  0.921% | 28387  |  0.879% | 
 | 134  | Salazzle           |  0.90722% | 38503  |  0.907% | 27818  |  0.861% | 
 | 135  | Krookodile         |  0.90305% | 38326  |  0.903% | 29316  |  0.908% | 
 | 136  | Aerodactyl-Mega    |  0.84985% | 36068  |  0.850% | 26620  |  0.824% | 
 | 137  | Donphan            |  0.84450% | 35841  |  0.844% | 30003  |  0.929% | 
 | 138  | Golisopod          |  0.84304% | 35779  |  0.843% | 27216  |  0.843% | 
 | 139  | Scolipede          |  0.83128% | 35280  |  0.831% | 26013  |  0.806% | 
 | 140  | Azelf              |  0.82037% | 34817  |  0.820% | 31693  |  0.981% | 
 | 141  | Klefki             |  0.81462% | 34573  |  0.815% | 28786  |  0.891% | 
 | 142  | Electivire         |  0.80687% | 34244  |  0.807% | 25121  |  0.778% | 
 | 143  | Slowbro            |  0.80430% | 34135  |  0.804% | 25483  |  0.789% | 
 | 144  | Raichu-Alola       |  0.80110% | 33999  |  0.801% | 23841  |  0.738% | 
 | 145  | Suicune            |  0.78861% | 33469  |  0.789% | 25076  |  0.777% | 
 | 146  | Venusaur           |  0.78573% | 33347  |  0.786% | 23883  |  0.740% | 
 | 147  | Blastoise-Mega     |  0.77765% | 33004  |  0.778% | 25207  |  0.781% | 
 | 148  | Altaria-Mega       |  0.77049% | 32700  |  0.770% | 22800  |  0.706% | 
 | 149  | Uxie               |  0.76073% | 32286  |  0.761% | 30040  |  0.930% | 
 | 150  | Slowbro-Mega       |  0.75944% | 32231  |  0.759% | 24146  |  0.748% | 
 | 151  | Whimsicott         |  0.75857% | 32194  |  0.759% | 24134  |  0.747% | 
 | 152  | Pidgeot-Mega       |  0.74985% | 31824  |  0.750% | 23562  |  0.730% | 
 | 153  | Cofagrigus         |  0.73637% | 31252  |  0.736% | 24249  |  0.751% | 
 | 154  | Swampert           |  0.70091% | 29747  |  0.701% | 24591  |  0.762% | 
 | 155  | Politoed           |  0.69957% | 29690  |  0.700% | 25528  |  0.791% | 
 | 156  | Zoroark            |  0.69884% | 29659  |  0.699% | 14151  |  0.438% | 
 | 157  | Haxorus            |  0.68863% | 29226  |  0.689% | 19411  |  0.601% | 
 | 158  | Aggron-Mega        |  0.68105% | 28904  |  0.681% | 23320  |  0.722% | 
 | 159  | Noivern            |  0.67685% | 28726  |  0.677% | 20643  |  0.639% | 
 | 160  | Houndoom-Mega      |  0.65991% | 28007  |  0.660% | 20031  |  0.620% | 
 | 161  | Feraligatr         |  0.65289% | 27709  |  0.653% | 20163  |  0.624% | 
 | 162  | Incineroar         |  0.64990% | 27582  |  0.650% | 20472  |  0.634% | 
 | 163  | Reuniclus          |  0.64740% | 27476  |  0.647% | 19947  |  0.618% | 
 | 164  | Torkoal            |  0.63559% | 26975  |  0.636% | 23831  |  0.738% | 
 | 165  | Diggersby          |  0.62984% | 26731  |  0.630% | 20009  |  0.620% | 
 | 166  | Machamp            |  0.61524% | 26111  |  0.615% | 19654  |  0.609% | 
 | 167  | Sharpedo-Mega      |  0.59457% | 25234  |  0.595% | 17779  |  0.551% | 
 | 168  | Vaporeon           |  0.59214% | 25131  |  0.592% | 18695  |  0.579% | 
 | 169  | Alomomola          |  0.58562% | 24854  |  0.586% | 18617  |  0.577% | 
 | 170  | Roserade           |  0.58274% | 24732  |  0.583% | 17998  |  0.557% | 
 | 171  | Florges            |  0.58124% | 24668  |  0.581% | 17100  |  0.530% | 
 | 172  | Rotom-Heat         |  0.56611% | 24026  |  0.566% | 19643  |  0.608% | 
 | 173  | Camerupt-Mega      |  0.55784% | 23675  |  0.558% | 18453  |  0.571% | 
 | 174  | Pikachu            |  0.55770% | 23669  |  0.558% | 17636  |  0.546% | 
 | 175  | Absol-Mega         |  0.55730% | 23652  |  0.557% | 17850  |  0.553% | 
 | 176  | Raikou             |  0.54380% | 23079  |  0.544% | 16922  |  0.524% | 
 | 177  | Slurpuff           |  0.54318% | 23053  |  0.543% | 17947  |  0.556% | 
 | 178  | Ninetales          |  0.54257% | 23027  |  0.543% | 18105  |  0.561% | 
 | 179  | Gardevoir          |  0.53378% | 22654  |  0.534% | 15642  |  0.484% | 
 | 180  | Terrakion          |  0.51839% | 22001  |  0.518% | 16029  |  0.496% | 
 | 181  | Minior             |  0.49610% | 21055  |  0.496% | 15322  |  0.474% | 
 | 182  | Rhyperior          |  0.49587% | 21045  |  0.496% | 16370  |  0.507% | 
 | 183  | Bronzong           |  0.49259% | 20906  |  0.493% | 17601  |  0.545% | 
 | 184  | Lapras             |  0.48140% | 20431  |  0.481% | 15547  |  0.481% | 
 | 185  | Tsareena           |  0.47662% | 20228  |  0.477% | 14652  |  0.454% | 
 | 186  | Mudsdale           |  0.47292% | 20071  |  0.473% | 15610  |  0.483% | 
 | 187  | Druddigon          |  0.46924% | 19915  |  0.469% | 18398  |  0.570% | 
 | 188  | Shedinja           |  0.46623% | 19787  |  0.466% | 13552  |  0.420% | 
 | 189  | Flygon             |  0.46229% | 19620  |  0.462% | 14575  |  0.451% | 
 | 190  | Typhlosion         |  0.45782% | 19430  |  0.458% | 14127  |  0.437% | 
 | 191  | Swellow            |  0.45018% | 19106  |  0.450% | 13470  |  0.417% | 
 | 192  | Sceptile           |  0.44502% | 18887  |  0.445% | 13014  |  0.403% | 
 | 193  | Ludicolo           |  0.44064% | 18701  |  0.441% | 13256  |  0.410% | 
 | 194  | Necrozma           |  0.43944% | 18650  |  0.439% | 14123  |  0.437% | 
 | 195  | Ampharos-Mega      |  0.43451% | 18441  |  0.435% | 12942  |  0.401% | 
 | 196  | Ambipom            |  0.42587% | 18074  |  0.426% | 14173  |  0.439% | 
 | 197  | Blastoise          |  0.42276% | 17942  |  0.423% | 13587  |  0.421% | 
 | 198  | Toxicroak          |  0.42052% | 17847  |  0.421% | 12925  |  0.400% | 
 | 199  | Heracross          |  0.41896% | 17781  |  0.419% | 12239  |  0.379% | 
 | 200  | Lycanroc           |  0.41856% | 17764  |  0.419% | 13282  |  0.411% | 
 | 201  | Entei              |  0.41401% | 17571  |  0.414% | 13431  |  0.416% | 
 | 202  | Vikavolt           |  0.41248% | 17506  |  0.412% | 12705  |  0.393% | 
 | 203  | Xatu               |  0.40784% | 17309  |  0.408% | 13396  |  0.415% | 
 | 204  | Sandslash-Alola    |  0.40209% | 17065  |  0.402% | 12911  |  0.400% | 
 | 205  | Celebi             |  0.40011% | 16981  |  0.400% | 12535  |  0.388% | 
 | 206  | Froslass           |  0.40004% | 16978  |  0.400% | 13353  |  0.413% | 
 | 207  | Banette-Mega       |  0.38503% | 16341  |  0.385% | 12130  |  0.376% | 
 | 208  | Marowak-Alola-Totem |  0.38458% | 16322  |  0.385% | 11872  |  0.368% | 
 | 209  | Dhelmise           |  0.38004% | 16129  |  0.380% | 11833  |  0.366% | 
 | 210  | Scrafty            |  0.37879% | 16076  |  0.379% | 11757  |  0.364% | 
 | 211  | Trevenant          |  0.37799% | 16042  |  0.378% | 11548  |  0.358% | 
 | 212  | Malamar            |  0.37339% | 15847  |  0.373% | 11789  |  0.365% | 
 | 213  | Drapion            |  0.37224% | 15798  |  0.372% | 11853  |  0.367% | 
 | 214  | Heliolisk          |  0.36936% | 15676  |  0.369% | 11079  |  0.343% | 
 | 215  | Eelektross         |  0.36896% | 15659  |  0.369% | 12122  |  0.375% | 
 | 216  | Aerodactyl         |  0.36748% | 15596  |  0.367% | 13134  |  0.407% | 
 | 217  | Sigilyph           |  0.36545% | 15510  |  0.365% | 11089  |  0.343% | 
 | 218  | Seismitoad         |  0.36489% | 15486  |  0.365% | 12985  |  0.402% | 
 | 219  | Abomasnow-Mega     |  0.35395% | 15022  |  0.354% | 11828  |  0.366% | 
 | 220  | Charizard          |  0.35212% | 14944  |  0.352% | 11072  |  0.343% | 
 | 221  | Tyrantrum          |  0.35110% | 14901  |  0.351% | 10453  |  0.324% | 
 | 222  | Pyukumuku          |  0.34837% | 14785  |  0.348% | 11158  |  0.346% | 
 | 223  | Bewear             |  0.34540% | 14659  |  0.345% | 10508  |  0.325% | 
 | 224  | Honchkrow          |  0.34135% | 14487  |  0.341% | 10032  |  0.311% | 
 | 225  | Dusclops           |  0.33635% | 14275  |  0.336% | 10997  |  0.341% | 
 | 226  | Mienshao           |  0.33595% | 14258  |  0.336% | 10533  |  0.326% | 
 | 227  | Hitmonlee          |  0.32688% | 13873  |  0.327% | 9890   |  0.306% | 
 | 228  | Gigalith           |  0.32667% | 13864  |  0.327% | 11224  |  0.348% | 
 | 229  | Lurantis           |  0.32582% | 13828  |  0.326% | 10209  |  0.316% | 
 | 230  | Chesnaught         |  0.31522% | 13378  |  0.315% | 9921   |  0.307% | 
 | 231  | Steelix-Mega       |  0.31074% | 13188  |  0.311% | 10394  |  0.322% | 
 | 232  | Delphox            |  0.30586% | 12981  |  0.306% | 9501   |  0.294% | 
 | 233  | Kabutops           |  0.30230% | 12830  |  0.302% | 8967   |  0.278% | 
 | 234  | Torterra           |  0.29780% | 12639  |  0.298% | 9562   |  0.296% | 
 | 235  | Sableye            |  0.28854% | 12246  |  0.289% | 9293   |  0.288% | 
 | 236  | Linoone            |  0.28692% | 12177  |  0.287% | 8313   |  0.257% | 
 | 237  | Luxray             |  0.28513% | 12101  |  0.285% | 8929   |  0.277% | 
 | 238  | Dragalge           |  0.28336% | 12026  |  0.283% | 8587   |  0.266% | 
 | 239  | Jellicent          |  0.28277% | 12001  |  0.283% | 8886   |  0.275% | 
 | 240  | Exeggutor-Alola    |  0.28192% | 11965  |  0.282% | 8491   |  0.263% | 
 | 241  | Lycanroc-Midnight  |  0.28077% | 11916  |  0.281% | 8541   |  0.264% | 
 | 242  | Slaking            |  0.28053% | 11906  |  0.281% | 8653   |  0.268% | 
 | 243  | Cradily            |  0.27829% | 11811  |  0.278% | 8967   |  0.278% | 
 | 244  | Kommo-o-Totem      |  0.27429% | 11641  |  0.274% | 8682   |  0.269% | 
 | 245  | Wishiwashi         |  0.27259% | 11569  |  0.273% | 8199   |  0.254% | 
 | 246  | Persian-Alola      |  0.27047% | 11479  |  0.270% | 9486   |  0.294% | 
 | 247  | Slowking           |  0.26880% | 11408  |  0.269% | 8615   |  0.267% | 
 | 248  | Weezing            |  0.26654% | 11312  |  0.267% | 9138   |  0.283% | 
 | 249  | Accelgor           |  0.26293% | 11159  |  0.263% | 8768   |  0.272% | 
 | 250  | Aggron             |  0.25973% | 11023  |  0.260% | 8141   |  0.252% | 
 | 251  | Komala             |  0.25914% | 10998  |  0.259% | 7894   |  0.244% | 
 | 252  | Mismagius          |  0.25650% | 10886  |  0.256% | 7664   |  0.237% | 
 | 253  | Cinccino           |  0.25530% | 10835  |  0.255% | 7740   |  0.240% | 
 | 254  | Doublade           |  0.25388% | 10775  |  0.254% | 8074   |  0.250% | 
 | 255  | Cobalion           |  0.25209% | 10699  |  0.252% | 8102   |  0.251% | 
 | 256  | Raichu             |  0.25195% | 10693  |  0.252% | 7504   |  0.232% | 
 | 257  | Dusknoir           |  0.24764% | 10510  |  0.248% | 7862   |  0.243% | 
 | 258  | Omastar            |  0.24752% | 10505  |  0.248% | 7950   |  0.246% | 
 | 259  | Lanturn            |  0.24352% | 10335  |  0.244% | 7876   |  0.244% | 
 | 260  | Yanmega            |  0.24130% | 10241  |  0.241% | 7537   |  0.233% | 
 | 261  | Nidoqueen          |  0.23928% | 10155  |  0.239% | 8261   |  0.256% | 
 | 262  | Golem-Alola        |  0.23793% | 10098  |  0.238% | 7648   |  0.237% | 
 | 263  | Magmortar          |  0.23638% | 10032  |  0.236% | 7327   |  0.227% | 
 | 264  | Togedemaru         |  0.23426% | 9942   |  0.234% | 7612   |  0.236% | 
 | 265  | Hitmontop          |  0.22679% | 9625   |  0.227% | 7483   |  0.232% | 
 | 266  | Palossand          |  0.22401% | 9507   |  0.224% | 7281   |  0.225% | 
 | 267  | Leafeon            |  0.22010% | 9341   |  0.220% | 6465   |  0.200% | 
 | 268  | Miltank            |  0.21696% | 9208   |  0.217% | 6537   |  0.202% | 
 | 269  | Steelix            |  0.21124% | 8965   |  0.211% | 7276   |  0.225% | 
 | 270  | Meloetta           |  0.20586% | 8737   |  0.206% | 6197   |  0.192% | 
 | 271  | Sharpedo           |  0.20579% | 8734   |  0.206% | 6261   |  0.194% | 
 | 272  | Avalugg            |  0.20155% | 8554   |  0.202% | 6234   |  0.193% | 
 | 273  | Gallade            |  0.19922% | 8455   |  0.199% | 5953   |  0.184% | 
 | 274  | Drampa             |  0.19703% | 8362   |  0.197% | 5809   |  0.180% | 
 | 275  | Exeggutor          |  0.19550% | 8297   |  0.195% | 5900   |  0.183% | 
 | 276  | Guzzlord           |  0.19286% | 8185   |  0.193% | 5802   |  0.180% | 
 | 277  | Comfey             |  0.19227% | 8160   |  0.192% | 5609   |  0.174% | 
 | 278  | Moltres            |  0.19107% | 8109   |  0.191% | 6150   |  0.190% | 
 | 279  | Braviary           |  0.19083% | 8099   |  0.191% | 5931   |  0.184% | 
 | 280  | Articuno           |  0.18855% | 8002   |  0.189% | 5902   |  0.183% | 
 | 281  | Poliwrath          |  0.18803% | 7980   |  0.188% | 5913   |  0.183% | 
 | 282  | Silvally           |  0.18652% | 7916   |  0.187% | 6150   |  0.190% | 
 | 283  | Vivillon           |  0.18610% | 7898   |  0.186% | 5719   |  0.177% | 
 | 284  | Spiritomb          |  0.18167% | 7710   |  0.182% | 5734   |  0.178% | 
 | 285  | Glalie-Mega        |  0.17733% | 7526   |  0.177% | 5346   |  0.166% | 
 | 286  | Hitmonchan         |  0.17646% | 7489   |  0.176% | 5602   |  0.173% | 
 | 287  | Pangoro            |  0.17373% | 7373   |  0.174% | 5354   |  0.166% | 
 | 288  | Claydol            |  0.17109% | 7261   |  0.171% | 5750   |  0.178% | 
 | 289  | Flareon            |  0.17109% | 7261   |  0.171% | 5355   |  0.166% | 
 | 290  | Golurk             |  0.17045% | 7234   |  0.170% | 5596   |  0.173% | 
 | 291  | Emboar             |  0.17017% | 7222   |  0.170% | 5161   |  0.160% | 
 | 292  | Sawsbuck           |  0.16925% | 7183   |  0.169% | 4922   |  0.152% | 
 | 293  | Cryogonal          |  0.16911% | 7177   |  0.169% | 5197   |  0.161% | 
 | 294  | Kyurem             |  0.16807% | 7133   |  0.168% | 5099   |  0.158% | 
 | 295  | Ninjask            |  0.16800% | 7130   |  0.168% | 5206   |  0.161% | 
 | 296  | Turtonator         |  0.16416% | 6967   |  0.164% | 5190   |  0.161% | 
 | 297  | Floatzel           |  0.16220% | 6884   |  0.162% | 4965   |  0.154% | 
 | 298  | Archeops           |  0.16201% | 6876   |  0.162% | 5402   |  0.167% | 
 | 299  | Exploud            |  0.16065% | 6818   |  0.161% | 5025   |  0.156% | 
 | 300  | Kecleon            |  0.15996% | 6789   |  0.160% | 5224   |  0.162% | 
 | 301  | Durant             |  0.15994% | 6788   |  0.160% | 4969   |  0.154% | 
 | 302  | Tornadus           |  0.15968% | 6777   |  0.160% | 5047   |  0.156% | 
 | 303  | Registeel          |  0.15787% | 6700   |  0.158% | 5324   |  0.165% | 
 | 304  | Regice             |  0.15784% | 6699   |  0.158% | 4732   |  0.147% | 
 | 305  | Scyther            |  0.15688% | 6658   |  0.157% | 4578   |  0.142% | 
 | 306  | Rampardos          |  0.15655% | 6644   |  0.157% | 4542   |  0.141% | 
 | 307  | Stoutland          |  0.15648% | 6641   |  0.156% | 4776   |  0.148% | 
 | 308  | Vileplume          |  0.15615% | 6627   |  0.156% | 4982   |  0.154% | 
