 Total battles: 296846
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 73   | Crawdaunt          |  1.96988% | 11695  |  1.970% | 8636   |  1.897% | 
 | 74   | Quagsire           |  1.96567% | 11670  |  1.966% | 8591   |  1.888% | 
 | 75   | Kingdra            |  1.92844% | 11449  |  1.928% | 8212   |  1.804% | 
 | 76   | Shuckle            |  1.89627% | 11258  |  1.896% | 10171  |  2.235% | 
 | 77   | Latias-Mega        |  1.82822% | 10854  |  1.828% | 8034   |  1.765% | 
 | 78   | Ninetales-Alola    |  1.73524% | 10302  |  1.735% | 8276   |  1.818% | 
 | 79   | Latios             |  1.73171% | 10281  |  1.732% | 7632   |  1.677% | 
 | 80   | Mew                |  1.72295% | 10229  |  1.723% | 8234   |  1.809% | 
 | 81   | Gallade-Mega       |  1.71789% | 10199  |  1.718% | 7277   |  1.599% | 
 | 82   | Conkeldurr         |  1.68151% | 9983   |  1.682% | 7384   |  1.622% | 
 | 83   | Blissey            |  1.67663% | 9954   |  1.677% | 7379   |  1.621% | 
 | 84   | Snorlax            |  1.65473% | 9824   |  1.655% | 7201   |  1.582% | 
 | 85   | Chandelure         |  1.62980% | 9676   |  1.630% | 7164   |  1.574% | 
 | 86   | Salamence          |  1.62458% | 9645   |  1.625% | 6977   |  1.533% | 
 | 87   | Metagross          |  1.58954% | 9437   |  1.590% | 7229   |  1.588% | 
 | 88   | Espeon             |  1.58584% | 9415   |  1.586% | 7037   |  1.546% | 
 | 89   | Nidoking           |  1.57017% | 9322   |  1.570% | 7114   |  1.563% | 
 | 90   | Hydreigon          |  1.56933% | 9317   |  1.569% | 6900   |  1.516% | 
 | 91   | Venusaur           |  1.55990% | 9261   |  1.560% | 6865   |  1.508% | 
 | 92   | Porygon-Z          |  1.50330% | 8925   |  1.503% | 6431   |  1.413% | 
 | 93   | Marowak-Alola      |  1.48208% | 8799   |  1.482% | 6699   |  1.472% | 
 | 94   | Manectric-Mega     |  1.46675% | 8708   |  1.467% | 6971   |  1.532% | 
 | 95   | Thundurus-Therian  |  1.45564% | 8642   |  1.456% | 6746   |  1.482% | 
 | 96   | Umbreon            |  1.41892% | 8424   |  1.419% | 5913   |  1.299% | 
 | 97   | Goodra             |  1.40814% | 8360   |  1.408% | 6315   |  1.388% | 
 | 98   | Lucario            |  1.39011% | 8253   |  1.390% | 5971   |  1.312% | 
 | 99   | Hippowdon          |  1.37799% | 8181   |  1.378% | 7011   |  1.540% | 
 | 100  | Gastrodon          |  1.37496% | 8163   |  1.375% | 6233   |  1.370% | 
 | 101  | Xurkitree          |  1.35188% | 8026   |  1.352% | 5977   |  1.313% | 
 | 102  | Milotic            |  1.30219% | 7731   |  1.302% | 5977   |  1.313% | 
 | 103  | Heracross-Mega     |  1.28888% | 7652   |  1.289% | 5730   |  1.259% | 
 | 104  | Alakazam           |  1.25503% | 7451   |  1.255% | 5017   |  1.102% | 
 | 105  | Mamoswine          |  1.24745% | 7406   |  1.247% | 5735   |  1.260% | 
 | 106  | Uxie               |  1.24256% | 7377   |  1.243% | 6890   |  1.514% | 
 | 107  | Darmanitan         |  1.24155% | 7371   |  1.242% | 5589   |  1.228% | 
 | 108  | Amoonguss          |  1.23279% | 7319   |  1.233% | 5537   |  1.217% | 
 | 109  | Muk-Alola          |  1.23094% | 7308   |  1.231% | 5566   |  1.223% | 
 | 110  | Reuniclus          |  1.19911% | 7119   |  1.199% | 5272   |  1.158% | 
 | 111  | Slowbro            |  1.17283% | 6963   |  1.173% | 5305   |  1.166% | 
 | 112  | Volcanion          |  1.16862% | 6938   |  1.169% | 5236   |  1.150% | 
 | 113  | Sceptile-Mega      |  1.13577% | 6743   |  1.136% | 4994   |  1.097% | 
 | 114  | Arcanine           |  1.12870% | 6701   |  1.129% | 5365   |  1.179% | 
 | 115  | Azelf              |  1.11000% | 6590   |  1.110% | 6224   |  1.368% | 
 | 116  | Crobat             |  1.08676% | 6452   |  1.087% | 4738   |  1.041% | 
 | 117  | Porygon2           |  1.06604% | 6329   |  1.066% | 4982   |  1.095% | 
 | 118  | Forretress         |  1.05341% | 6254   |  1.053% | 5314   |  1.168% | 
 | 119  | Shedinja           |  1.04617% | 6211   |  1.046% | 4073   |  0.895% | 
 | 120  | Araquanid          |  1.03758% | 6160   |  1.038% | 5331   |  1.171% | 
 | 121  | Buzzwole           |  1.03387% | 6138   |  1.034% | 4415   |  0.970% | 
 | 122  | Altaria-Mega       |  1.00389% | 5960   |  1.004% | 4436   |  0.975% | 
 | 123  | Incineroar         |  0.99530% | 5909   |  0.995% | 4545   |  0.999% | 
 | 124  | Talonflame         |  0.98047% | 5821   |  0.980% | 4386   |  0.964% | 
 | 125  | Feraligatr         |  0.97121% | 5766   |  0.971% | 4073   |  0.895% | 
 | 126  | Rotom-Heat         |  0.96279% | 5716   |  0.963% | 4637   |  1.019% | 
 | 127  | Sylveon            |  0.96195% | 5711   |  0.962% | 4079   |  0.896% | 
 | 128  | Krookodile         |  0.93837% | 5571   |  0.938% | 4218   |  0.927% | 
 | 129  | Houndoom-Mega      |  0.93584% | 5556   |  0.936% | 4126   |  0.907% | 
 | 130  | Scolipede          |  0.91158% | 5412   |  0.912% | 3899   |  0.857% | 
 | 131  | Zoroark            |  0.90064% | 5347   |  0.901% | 2208   |  0.485% | 
 | 132  | Klefki             |  0.89002% | 5284   |  0.890% | 4399   |  0.967% | 
 | 133  | Ribombee           |  0.88480% | 5253   |  0.885% | 4802   |  1.055% | 
 | 134  | Latias             |  0.87756% | 5210   |  0.878% | 3773   |  0.829% | 
 | 135  | Roserade           |  0.86880% | 5158   |  0.869% | 3856   |  0.847% | 
 | 136  | Empoleon           |  0.86004% | 5106   |  0.860% | 3988   |  0.876% | 
 | 137  | Haxorus            |  0.85853% | 5097   |  0.859% | 3521   |  0.774% | 
 | 138  | Primarina          |  0.85010% | 5047   |  0.850% | 3851   |  0.846% | 
 | 139  | Tentacruel         |  0.84657% | 5026   |  0.847% | 3978   |  0.874% | 
 | 140  | Diggersby          |  0.83949% | 4984   |  0.839% | 3703   |  0.814% | 
 | 141  | Aerodactyl-Mega    |  0.80193% | 4761   |  0.802% | 3534   |  0.776% | 
 | 142  | Starmie            |  0.79132% | 4698   |  0.791% | 3364   |  0.739% | 
 | 143  | Pidgeot-Mega       |  0.78121% | 4638   |  0.781% | 3599   |  0.791% | 
 | 144  | Salazzle           |  0.78003% | 4631   |  0.780% | 3275   |  0.720% | 
 | 145  | Gardevoir          |  0.75426% | 4478   |  0.754% | 3113   |  0.684% | 
 | 146  | Whimsicott         |  0.74180% | 4404   |  0.742% | 3384   |  0.744% | 
 | 147  | Aggron-Mega        |  0.74163% | 4403   |  0.742% | 3561   |  0.782% | 
 | 148  | Jolteon            |  0.72597% | 4310   |  0.726% | 3231   |  0.710% | 
 | 149  | Electivire         |  0.72394% | 4298   |  0.724% | 3099   |  0.681% | 
 | 150  | Mienshao           |  0.72361% | 4296   |  0.724% | 3152   |  0.693% | 
 | 151  | Swampert           |  0.68908% | 4091   |  0.689% | 3338   |  0.733% | 
 | 152  | Camerupt-Mega      |  0.67645% | 4016   |  0.676% | 3163   |  0.695% | 
 | 153  | Thundurus          |  0.66078% | 3923   |  0.661% | 2970   |  0.653% | 
 | 154  | Alomomola          |  0.65876% | 3911   |  0.659% | 3073   |  0.675% | 
 | 155  | Banette-Mega       |  0.65387% | 3882   |  0.654% | 2915   |  0.640% | 
 | 156  | Cofagrigus         |  0.64478% | 3828   |  0.645% | 3112   |  0.684% | 
 | 157  | Nihilego           |  0.64141% | 3808   |  0.641% | 2885   |  0.634% | 
 | 158  | Golisopod          |  0.63299% | 3758   |  0.633% | 2961   |  0.651% | 
 | 159  | Latios-Mega        |  0.62979% | 3739   |  0.630% | 2744   |  0.603% | 
 | 160  | Smeargle           |  0.62760% | 3726   |  0.628% | 3194   |  0.702% | 
 | 161  | Decidueye          |  0.62137% | 3689   |  0.621% | 2696   |  0.592% | 
 | 162  | Pikachu            |  0.61294% | 3639   |  0.613% | 2664   |  0.585% | 
 | 163  | Minior             |  0.61244% | 3636   |  0.612% | 2663   |  0.585% | 
 | 164  | Mantine            |  0.60873% | 3614   |  0.609% | 2691   |  0.591% | 
 | 165  | Ludicolo           |  0.60385% | 3585   |  0.604% | 2523   |  0.554% | 
 | 166  | Ambipom            |  0.59863% | 3554   |  0.599% | 2620   |  0.576% | 
 | 167  | Sceptile           |  0.59778% | 3549   |  0.598% | 2560   |  0.562% | 
 | 168  | Swellow            |  0.59610% | 3539   |  0.596% | 2524   |  0.555% | 
 | 169  | Politoed           |  0.58313% | 3462   |  0.583% | 2622   |  0.576% | 
 | 170  | Ninetales          |  0.57740% | 3428   |  0.577% | 2652   |  0.583% | 
 | 171  | Bronzong           |  0.57589% | 3419   |  0.576% | 2966   |  0.652% | 
 | 172  | Absol-Mega         |  0.57471% | 3412   |  0.575% | 2468   |  0.542% | 
 | 173  | Lycanroc-Dusk      |  0.56747% | 3369   |  0.567% | 2505   |  0.550% | 
 | 174  | Typhlosion         |  0.55938% | 3321   |  0.559% | 2340   |  0.514% | 
 | 175  | Noivern            |  0.55820% | 3314   |  0.558% | 2474   |  0.544% | 
 | 176  | Mandibuzz          |  0.53092% | 3152   |  0.531% | 2415   |  0.531% | 
 | 177  | Slowbro-Mega       |  0.52856% | 3138   |  0.529% | 2487   |  0.546% | 
 | 178  | Dusclops           |  0.52249% | 3102   |  0.522% | 2453   |  0.539% | 
 | 179  | Slurpuff           |  0.51609% | 3064   |  0.516% | 2351   |  0.517% | 
 | 180  | Sharpedo-Mega      |  0.50902% | 3022   |  0.509% | 2075   |  0.456% | 
 | 181  | Flygon             |  0.49925% | 2964   |  0.499% | 2182   |  0.479% | 
 | 182  | Tyrantrum          |  0.48998% | 2909   |  0.490% | 1995   |  0.438% | 
 | 183  | Toxicroak          |  0.48274% | 2866   |  0.483% | 2128   |  0.468% | 
 | 184  | Froslass           |  0.48123% | 2857   |  0.481% | 2220   |  0.488% | 
 | 185  | Chesnaught         |  0.47685% | 2831   |  0.477% | 2134   |  0.469% | 
 | 186  | Heliolisk          |  0.47600% | 2826   |  0.476% | 1961   |  0.431% | 
 | 187  | Cinccino           |  0.47129% | 2798   |  0.471% | 1858   |  0.408% | 
 | 188  | Stakataka          |  0.47078% | 2795   |  0.471% | 2046   |  0.450% | 
 | 189  | Suicune            |  0.46960% | 2788   |  0.470% | 2067   |  0.454% | 
 | 190  | Donphan            |  0.46489% | 2760   |  0.465% | 2340   |  0.514% | 
 | 191  | Heracross          |  0.45967% | 2729   |  0.460% | 1899   |  0.417% | 
 | 192  | Xatu               |  0.45124% | 2679   |  0.451% | 2154   |  0.473% | 
 | 193  | Pyukumuku          |  0.44484% | 2641   |  0.445% | 2064   |  0.453% | 
 | 194  | Drapion            |  0.44164% | 2622   |  0.442% | 1974   |  0.434% | 
 | 195  | Rhyperior          |  0.43929% | 2608   |  0.439% | 1987   |  0.437% | 
 | 196  | Aron               |  0.43322% | 2572   |  0.433% | 1929   |  0.424% | 
 | 197  | Machamp            |  0.43187% | 2564   |  0.432% | 1936   |  0.425% | 
 | 198  | Charizard          |  0.43171% | 2563   |  0.432% | 1914   |  0.421% | 
 | 199  | Malamar            |  0.42497% | 2523   |  0.425% | 1925   |  0.423% | 
 | 200  | Vaporeon           |  0.42463% | 2521   |  0.425% | 1859   |  0.408% | 
 | 201  | Togedemaru         |  0.41958% | 2491   |  0.420% | 1949   |  0.428% | 
 | 202  | Seismitoad         |  0.41469% | 2462   |  0.415% | 2097   |  0.461% | 
 | 203  | Yanmega            |  0.41234% | 2448   |  0.412% | 1782   |  0.392% | 
 | 204  | Blastoise-Mega     |  0.41234% | 2448   |  0.412% | 1849   |  0.406% | 
 | 205  | Eelektross         |  0.40913% | 2429   |  0.409% | 1949   |  0.428% | 
 | 206  | Sigilyph           |  0.38892% | 2309   |  0.389% | 1721   |  0.378% | 
 | 207  | Linoone            |  0.38741% | 2300   |  0.387% | 1698   |  0.373% | 
 | 208  | Raichu-Alola       |  0.38539% | 2288   |  0.385% | 1680   |  0.369% | 
 | 209  | Kyurem             |  0.37494% | 2226   |  0.375% | 1792   |  0.394% | 
 | 210  | Honchkrow          |  0.36484% | 2166   |  0.365% | 1603   |  0.352% | 
 | 211  | Terrakion          |  0.35406% | 2102   |  0.354% | 1460   |  0.321% | 
 | 212  | Blastoise          |  0.35338% | 2098   |  0.353% | 1670   |  0.367% | 
 | 213  | Doublade           |  0.35321% | 2097   |  0.353% | 1535   |  0.337% | 
 | 214  | Slaking            |  0.34850% | 2069   |  0.348% | 1539   |  0.338% | 
 | 215  | Slowking           |  0.34243% | 2033   |  0.342% | 1539   |  0.338% | 
 | 216  | Florges            |  0.33822% | 2008   |  0.338% | 1400   |  0.308% | 
 | 217  | Hitmonlee          |  0.32492% | 1929   |  0.325% | 1284   |  0.282% | 
 | 218  | Delphox            |  0.32222% | 1913   |  0.322% | 1408   |  0.309% | 
 | 219  | Entei              |  0.32003% | 1900   |  0.320% | 1469   |  0.323% | 
 | 220  | Vivillon           |  0.31717% | 1883   |  0.317% | 1424   |  0.313% | 
 | 221  | Aerodactyl         |  0.31616% | 1877   |  0.316% | 1600   |  0.352% | 
 | 222  | Steelix-Mega       |  0.31498% | 1870   |  0.315% | 1409   |  0.310% | 
 | 223  | Accelgor           |  0.30521% | 1812   |  0.305% | 1496   |  0.329% | 
 | 224  | Miltank            |  0.30521% | 1812   |  0.305% | 1388   |  0.305% | 
 | 225  | Meloetta           |  0.30487% | 1810   |  0.305% | 1311   |  0.288% | 
 | 226  | Venomoth           |  0.30470% | 1809   |  0.305% | 1249   |  0.274% | 
 | 227  | Trevenant          |  0.30218% | 1794   |  0.302% | 1337   |  0.294% | 
 | 228  | Zygarde-10%        |  0.29965% | 1779   |  0.300% | 1245   |  0.274% | 
 | 229  | Jellicent          |  0.29696% | 1763   |  0.297% | 1377   |  0.303% | 
 | 230  | Raichu             |  0.29594% | 1757   |  0.296% | 1316   |  0.289% | 
 | 231  | Lapras             |  0.28954% | 1719   |  0.290% | 1279   |  0.281% | 
 | 232  | Dragalge           |  0.28954% | 1719   |  0.290% | 1259   |  0.277% | 
 | 233  | Torterra           |  0.28954% | 1719   |  0.290% | 1340   |  0.294% | 
 | 234  | Ampharos-Mega      |  0.28921% | 1717   |  0.289% | 1274   |  0.280% | 
 | 235  | Vikavolt           |  0.28702% | 1704   |  0.287% | 1303   |  0.286% | 
 | 236  | Cradily            |  0.27691% | 1644   |  0.277% | 1191   |  0.262% | 
 | 237  | Spiritomb          |  0.27371% | 1625   |  0.274% | 1232   |  0.271% | 
 | 238  | Weezing            |  0.26849% | 1594   |  0.268% | 1274   |  0.280% | 
 | 239  | Luxray             |  0.26748% | 1588   |  0.267% | 1184   |  0.260% | 
 | 240  | Tsareena           |  0.26428% | 1569   |  0.264% | 1186   |  0.261% | 
 | 241  | Raikou             |  0.26226% | 1557   |  0.262% | 1197   |  0.263% | 
 | 242  | Lanturn            |  0.26074% | 1548   |  0.261% | 1293   |  0.284% | 
 | 243  | Mismagius          |  0.26074% | 1548   |  0.261% | 1107   |  0.243% | 
 | 244  | Aggron             |  0.25771% | 1530   |  0.258% | 1189   |  0.261% | 
 | 245  | Sableye            |  0.25535% | 1516   |  0.255% | 1174   |  0.258% | 
 | 246  | Moltres            |  0.25485% | 1513   |  0.255% | 1147   |  0.252% | 
 | 247  | Scrafty            |  0.25266% | 1500   |  0.253% | 1133   |  0.249% | 
 | 248  | Gigalith           |  0.24760% | 1470   |  0.248% | 1208   |  0.265% | 
 | 249  | Sharpedo           |  0.24676% | 1465   |  0.247% | 1112   |  0.244% | 
 | 250  | Rampardos          |  0.24592% | 1460   |  0.246% | 1007   |  0.221% | 
 | 251  | Zangoose           |  0.24306% | 1443   |  0.243% | 980    |  0.215% | 
 | 252  | Victreebel         |  0.23901% | 1419   |  0.239% | 1018   |  0.224% | 
 | 253  | Bewear             |  0.23514% | 1396   |  0.235% | 1049   |  0.230% | 
 | 254  | Meganium           |  0.23362% | 1387   |  0.234% | 1116   |  0.245% | 
 | 255  | Exeggutor          |  0.22689% | 1347   |  0.227% | 1003   |  0.220% | 
 | 256  | Claydol            |  0.22655% | 1345   |  0.227% | 1119   |  0.246% | 
 | 257  | Leafeon            |  0.22166% | 1316   |  0.222% | 972    |  0.214% | 
 | 258  | Dhelmise           |  0.22150% | 1315   |  0.221% | 966    |  0.212% | 
 | 259  | Rotom-Mow          |  0.22116% | 1313   |  0.221% | 1080   |  0.237% | 
 | 260  | Nidoqueen          |  0.22099% | 1312   |  0.221% | 1098   |  0.241% | 
 | 261  | Liepard            |  0.22032% | 1308   |  0.220% | 1101   |  0.242% | 
 | 262  | Rattata            |  0.21880% | 1299   |  0.219% | 1020   |  0.224% | 
 | 263  | Persian-Alola      |  0.21543% | 1279   |  0.215% | 1112   |  0.244% | 
 | 264  | Aurorus            |  0.21543% | 1279   |  0.215% | 1010   |  0.222% | 
 | 265  | Druddigon          |  0.21139% | 1255   |  0.211% | 1037   |  0.228% | 
 | 266  | Cottonee           |  0.21105% | 1253   |  0.211% | 845    |  0.186% | 
 | 267  | Dusknoir           |  0.21004% | 1247   |  0.210% | 946    |  0.208% | 
 | 268  | Steelix            |  0.20853% | 1238   |  0.209% | 1013   |  0.223% | 
 | 269  | Escavalier         |  0.20768% | 1233   |  0.208% | 936    |  0.206% | 
 | 270  | Ursaring           |  0.20667% | 1227   |  0.207% | 1004   |  0.221% | 
 | 271  | Hitmontop          |  0.20213% | 1200   |  0.202% | 851    |  0.187% | 
 | 272  | Celebi             |  0.20162% | 1197   |  0.202% | 884    |  0.194% | 
 | 273  | Cobalion           |  0.20145% | 1196   |  0.201% | 942    |  0.207% | 
 | 274  | Golem-Alola        |  0.19842% | 1178   |  0.198% | 877    |  0.193% | 
 | 275  | Abomasnow-Mega     |  0.19758% | 1173   |  0.198% | 926    |  0.203% | 
 | 276  | Comfey             |  0.19505% | 1158   |  0.195% | 857    |  0.188% | 
 | 277  | Avalugg            |  0.19269% | 1144   |  0.193% | 829    |  0.182% | 
 | 278  | Glalie-Mega        |  0.19252% | 1143   |  0.193% | 879    |  0.193% | 
 | 279  | Magnemite          |  0.19219% | 1141   |  0.192% | 728    |  0.160% | 
 | 280  | Omastar            |  0.19135% | 1136   |  0.191% | 844    |  0.185% | 
 | 281  | Ninjask            |  0.19033% | 1130   |  0.190% | 840    |  0.185% | 
 | 282  | Necrozma           |  0.19017% | 1129   |  0.190% | 858    |  0.189% | 
 | 283  | Kabutops           |  0.18932% | 1124   |  0.189% | 819    |  0.180% | 
 | 284  | Sandslash-Alola    |  0.18781% | 1115   |  0.188% | 827    |  0.182% | 
 | 285  | Golurk             |  0.18511% | 1099   |  0.185% | 783    |  0.172% | 
 | 286  | Toucannon          |  0.18377% | 1091   |  0.184% | 809    |  0.178% | 
 | 287  | Shaymin            |  0.17905% | 1063   |  0.179% | 757    |  0.166% | 
 | 288  | Pineco             |  0.17770% | 1055   |  0.178% | 883    |  0.194% | 
 | 289  | Flareon            |  0.17669% | 1049   |  0.177% | 829    |  0.182% | 
 | 290  | Emboar             |  0.17484% | 1038   |  0.175% | 806    |  0.177% | 
 | 291  | Electrode          |  0.17467% | 1037   |  0.175% | 900    |  0.198% | 
 | 292  | Kecleon            |  0.17383% | 1032   |  0.174% | 769    |  0.169% | 
 | 293  | Braviary           |  0.17063% | 1013   |  0.171% | 752    |  0.165% | 
 | 294  | Durant             |  0.17046% | 1012   |  0.170% | 721    |  0.158% | 
 | 295  | Gallade            |  0.16726% | 993    |  0.167% | 718    |  0.158% | 
 | 296  | Primeape           |  0.16574% | 984    |  0.166% | 747    |  0.164% | 
 | 297  | Lycanroc           |  0.16507% | 980    |  0.165% | 735    |  0.161% | 
 | 298  | Samurott           |  0.16322% | 969    |  0.163% | 706    |  0.155% | 
 | 299  | Magmortar          |  0.16271% | 966    |  0.163% | 700    |  0.154% | 
 | 300  | Stoutland          |  0.16119% | 957    |  0.161% | 704    |  0.155% | 
 | 301  | Barbaracle         |  0.16069% | 954    |  0.161% | 627    |  0.138% | 
 | 302  | Magneton           |  0.15766% | 936    |  0.158% | 705    |  0.155% | 
 | 303  | Armaldo            |  0.15732% | 934    |  0.157% | 627    |  0.138% | 
 | 304  | Mudsdale           |  0.15547% | 923    |  0.155% | 735    |  0.161% | 
 | 305  | Vileplume          |  0.15446% | 917    |  0.154% | 695    |  0.153% | 
 | 306  | Tauros             |  0.15126% | 898    |  0.151% | 631    |  0.139% | 
 | 307  | Poliwrath          |  0.15109% | 897    |  0.151% | 644    |  0.141% | 
 | 308  | Nosepass           |  0.15092% | 896    |  0.151% | 602    |  0.132% | 
 | 309  | Archeops           |  0.14924% | 886    |  0.149% | 752    |  0.165% | 
 | 310  | Ampharos           |  0.14873% | 883    |  0.149% | 624    |  0.137% | 
